"Measurements.Samples","Spot.204291","Spot.204292","Spot.204293","Spot.204294","Spot.204295","Spot.204296","Spot.204297","Spot.204298","Spot.204299","Spot.204300","Spot.204301","Spot.204302","Spot.204303","Spot.204304","Spot.204329","Spot.204330","Spot.204331","Spot.204332","Spot.204333","Spot.204334","Spot.204335","Spot.204336","Spot.204337","Spot.204338","Spot.204339","Spot.204340","Spot.204342","Spot.204343","Spot.204344","Spot.204345","Spot.204346","Spot.204347","Spot.204348","Spot.204349","Spot.204373","Spot.204374","Spot.204375","Spot.204376","Spot.204377","Spot.204392","Spot.204393","Spot.204394","Spot.204395","Spot.204396","Spot.204397","Spot.204398","Spot.204420","Spot.204421","Spot.204422","Spot.204423","Spot.204424","Spot.204447","Spot.204448","Spot.204449","Spot.204450","Spot.204474","Spot.204475","Spot.204476","Spot.204477","Spot.204505","Spot.204506","Spot.204507","Spot.204532","Spot.204533","Spot.204564","Spot.204565","Spot.204566","Spot.204567","Spot.204594","Spot.204595","Spot.204629","Spot.204630","Spot.204631","Spot.204660","Spot.204661","Spot.204662","Spot.204698","Spot.204699","Spot.204700","Spot.204728","Spot.204729","Spot.204730","Spot.204769","Spot.204770","Spot.204799","Spot.204800","Spot.204801","Spot.204842","Spot.204843","Spot.204844","Spot.204872","Spot.204873","Spot.204917","Spot.204918","Spot.204946","Spot.204947","Spot.204948","Spot.204994","Spot.204995","Spot.205024","Spot.205025","Spot.205026","Spot.205074","Spot.205075","Spot.205104","Spot.205105","Spot.205106","Spot.205156","Spot.205157","Spot.205187","Spot.205188","Spot.205241","Spot.205242","Spot.205271","Spot.205272","Spot.205273","Spot.205327","Spot.205328","Spot.205329","Spot.205359","Spot.205360","Spot.205361","Spot.205417","Spot.205418","Spot.205449","Spot.205450","Spot.205451","Spot.205509","Spot.205510","Spot.205541","Spot.205542","Spot.205543","Spot.205603","Spot.205604","Spot.205636","Spot.205637","Spot.205638","Spot.205700","Spot.205701","Spot.205732","Spot.205733","Spot.205734","Spot.205735","Spot.205799","Spot.205833","Spot.205834","Spot.205835","Spot.205836","Spot.205837","Spot.205903","Spot.205934","Spot.205935","Spot.205936","Spot.205937","Spot.205938","Spot.205939","Spot.205940","Spot.205941","Spot.206009","Spot.206026","Spot.206032","Spot.206033","Spot.206034","Spot.206035","Spot.206036","Spot.206037","Spot.206038","Spot.206039","Spot.206040","Spot.206041","Spot.206042","Spot.206043","Spot.206132","Spot.206133","Spot.206135","Spot.206136","Spot.206137","Spot.206138","Spot.206139","Spot.206140","Spot.206141","Spot.206142","Spot.206143","Spot.206144","Spot.206145","Spot.206146","Spot.206239","Spot.206240","Spot.206241","Spot.206242","Spot.206243","Spot.206244","Spot.206245"
"AA_0",24736.40366,32728.38178,27727.51193,43712.36136,32516.4027,26443.31907,26027.40858,28307.81104,27908.29132,34452.04405,19290.67076,22759.34627,33742.10321,29038.19574,49775.07865,38839.7092,37506.79965,31437.71261,43126.75188,43192.35624,29431.45334,28771.87049,36316.75878,28921.57191,31401.16824,20378.77823,39967.92338,22623.38464,19250.88831,42720.93287,39226.59154,80934.43741,35443.24525,35047.29224,48294.54646,45557.05948,23105.3001,29495.44305,32012.63567,35258.86267,26247.04484,31550.03495,26134.46348,38853.11195,36825.20052,46839.00738,61932.1304,40488.66882,35292.57431,25462.43505,20945.52245,30748.99185,29831.20668,29032.55249,52456.01133,22892.38502,62952.16857,27964.37856,36573.0914,37124.90755,27883.39537,20769.97985,28533.87279,31005.24895,40072.41419,29536.76622,74569.88293,37587.93999,38361.5679,19015.41392,36234.58092,33014.39392,46144.81533,25330.99373,38310.62682,36414.63605,24065.40745,50098.10033,45427.16648,30598.71175,28537.16652,30389.76828,26663.72496,44309.57288,36291.56097,55570.23889,44450.44153,32499.56215,38989.47585,48849.79763,37291.84535,35826.60932,47198.71322,35225.64479,30251.47915,45177.66577,19434.11418,32274.47915,24801.23163,35861.04605,32554.57938,20865.06161,18064.90274,32256.72899,40667.18609,40997.21607,32716.8572,40933.4427,27642.9801,29712.23716,23538.55621,32267.95399,30886.25267,22558.68063,33297.14053,23163.05946,35533.50787,27820.40545,26049.55562,18065.814,26423.34382,27920.79642,29902.82589,42614.5755,41102.62773,28827.51924,27491.1163,53602.81391,41095.95713,22583.67507,31377.39337,48242.93537,43432.30719,38648.60396,18108.25472,66464.63901,18903.90272,29785.74828,35674.75981,26008.59812,27511.49193,25366.19271,30054.23237,21531.88252,22132.94355,32451.19464,32290.04495,31614.82704,19905.34365,14424.4332,33349.76189,49274.39631,21995.18574,29562.72328,43249.51007,18642.9306,17739.65594,16960.18777,11708.83243,16485.37764,29872.94657,21681.0236,23970.30414,40880.05111,36630.50836,25853.10359,26978.17273,24854.72941,34221.3807,29602.84818,25533.84635,18888.85263,16127.9319,15380.30182,9928.212621,31050.49655,39683.95509,22654.61961,24006.05543,29851.92017,25090.38635,27520.27554,22858.95147,16202.39259,17255.7073,21222.49381,18228.85019,12103.21752,27847.99273,23750.57879,16206.11614,22274.36515,30628.07284
"AA_1",5345.218003,7051.902259,4968.153384,7663.139084,6026.989346,6919.533745,5213.942098,9605.998377,4915.708569,8746.983615,3810.79517,7126.397174,6320.98404,3883.581146,7604.937617,10368.72483,7917.897727,6247.725311,13710.27211,11972.56578,7910.580731,6011.193531,8746.683531,5270.190693,6426.185227,4649.512439,6176.876633,6973.849882,5168.763093,9600.706414,8668.798285,18820.84688,7473.459431,6989.541014,9905.26833,10694.13548,5484.82843,5921.864067,8110.562017,8314.799595,5818.301467,6489.522855,6682.744643,9820.657455,11289.82737,12280.79361,13969.93261,7771.165446,6134.560807,3990.095288,4627.387292,6507.556627,6594.684994,4957.357055,13647.44456,7709.15222,10188.64362,6338.512213,10680.97814,11436.94264,9342.109591,9778.266185,9588.237546,8014.211259,5911.51967,8431.653588,18861.95676,7135.301386,5905.953319,6143.691884,6637.414138,9650.929676,8329.828453,7238.365686,8148.748763,6997.44478,7665.703239,10601.69646,12687.45592,9365.038816,6500.779746,10397.14812,6007.847783,8411.842675,7682.578883,7548.965588,8548.748939,7670.546569,8552.965654,11120.01443,6532.168698,8065.712819,6345.640802,9547.227119,7899.491647,13261.5306,5172.625578,12687.81482,10050.63562,8231.581642,7406.579727,6925.470498,5643.11054,9808.740634,13896.20853,6451.296596,10045.7436,8712.789265,9723.985157,7959.79239,4794.848105,7058.87721,7916.977251,4988.941875,5314.661093,7069.076603,12454.31958,9051.974041,5261.702212,6531.355949,7173.679417,6931.866815,7879.854744,12078.81667,10503.25399,4564.301284,10025.23786,9860.937308,9616.954613,6214.179385,9229.635496,9613.399546,8799.153241,9241.190898,4557.10597,17925.0238,7054.137519,6919.299682,8264.422722,7090.916834,6592.517569,9322.996534,7746.409866,4796.732726,4761.892063,11579.31825,7734.09299,9957.562247,5559.086274,3126.635356,6080.962826,12613.72127,6678.176428,8958.121938,9158.448471,4140.510772,6056.53613,3266.580954,1799.75426,3468.015899,3730.633585,4391.312797,5224.753146,11199.03341,11806.75742,3887.181499,3778.975084,7969.801125,12608.51192,7786.267969,6177.146257,5138.504424,5325.354517,3426.982886,1869.48863,5791.480648,6104.581923,3899.523219,9737.600988,3625.367435,3681.308273,3748.301989,5027.027346,2676.853904,4349.08521,6422.052122,3878.929229,3809.223129,5407.192823,6598.238289,2493.205695,4059.65934,5982.228287
"DHA_0",47409.5469,58561.96995,53307.31607,51165.85433,45935.78567,57691.91719,47605.78839,73987.62145,45088.54789,67617.28719,33193.27011,42582.6013,61024.80176,70188.65724,98987.15354,75117.2002,72753.48701,45347.70038,86660.51244,62602.42075,47828.87167,48802.93594,62900.25502,44639.10273,57495.80987,54692.34775,67953.59487,51429.06854,45027.77879,55739.22488,57419.40962,124914.5549,73276.85706,78834.91156,81851.46384,78441.37248,38433.76857,56744.58106,74350.43288,60083.08737,53400.43839,49879.72633,48442.36987,84081.90523,76988.00615,67998.25233,91242.81223,95694.23484,66827.76198,42983.07357,35599.60578,46272.46633,50606.79014,43841.31825,58883.7785,70530.77322,89058.36587,75697.44097,73810.10515,78071.86662,61692.55529,74668.20875,62856.43188,54528.25782,73746.32163,71454.83272,100404.5439,62262.45665,67312.93367,51124.60063,60833.23247,57600.71931,106574.9498,63402.94755,82460.11202,51648.36682,64558.18616,58767.86179,84037.74242,62068.75475,36512.54774,55099.40192,51160.6096,64005.73914,84612.70263,61083.83037,112606.2737,55563.46281,58940.43508,78479.55741,90779.75311,75918.53593,81348.94865,54449.74966,100338.5905,80184.49341,43656.83771,61720.36473,46864.81805,70053.51502,52549.90372,53541.65787,32629.69044,57802.91139,78155.4249,56013.51983,69594.29195,58789.94487,49478.80923,53361.02115,58351.857,44890.54266,58779.09063,52587.88456,53344.76306,50478.67037,68172.29853,45377.67845,46284.37664,55874.10006,62001.21085,56181.16631,53146.93225,55788.00311,67177.20325,44330.26483,49337.24871,73354.62292,63055.00039,61516.51339,54626.6899,83998.55715,62984.20115,65581.08877,48316.17576,115193.834,52672.092,49168.27192,49747.9188,72070.26753,59926.2604,62006.48415,67979.78698,31973.27409,39666.68989,80694.50194,65518.95941,62350.10113,45308.66805,31192.33939,70902.82702,73201.31344,43610.4793,49065.91633,70633.16822,54579.29188,49723.67226,48536.77991,21990.19857,39220.34538,57982.77175,50182.65777,72287.21173,100227.9952,82874.12029,60848.13524,59628.75468,53761.98087,54250.22512,50683.78832,60408.91102,49002.39631,44899.0667,36985.09784,46353.25241,57001.91686,79024.48379,34654.94273,47814.60939,55531.83898,44410.20551,55683.33892,47481.945,32574.84189,48943.66475,49540.27103,35013.67323,62459.43614,54528.02941,44708.56096,55048.67038,40830.00063,57379.33299
"DHA_1",9487.995346,10991.21669,11231.37037,9939.144833,12170.3329,13409.88108,8812.839991,16273.20422,7512.979369,10256.70618,5104.481436,6885.895153,8624.560226,10166.22157,20539.9687,16399.19994,17688.61536,9397.159135,14385.96059,14043.60877,13562.15542,10522.89733,14611.65347,9791.773666,11231.57716,11477.52402,18517.29995,11647.23707,7347.548909,12815.43097,8605.914141,27021.91151,16960.5449,21431.3715,17500.58753,19366.49548,8956.810836,9201.747831,16672.77945,14316.45194,10279.19847,8638.229865,7666.533503,17626.83013,15916.90742,18932.42859,23619.05729,23766.91492,11233.42482,9933.505075,10304.95446,9348.682123,11297.54045,11964.67611,12114.81088,10259.39423,24017.14101,10911.30181,15512.26782,16920.80375,18053.33958,17142.79414,12892.38724,18600.0651,19869.72931,17492.67004,26630.13187,21852.27481,14654.18588,9262.185745,12529.99741,15422.91299,16613.80104,16174.47816,19850.52334,9422.470181,11037.79408,10237.0473,20888.71426,11754.75592,8080.66661,11338.44562,8224.29408,11980.89843,13899.02932,10037.06474,15357.66873,10418.9587,12886.64331,12394.82919,11328.94825,13291.2583,11533.37898,10498.03374,18614.95921,16222.76383,7821.065238,14436.14937,7067.202939,13067.11151,12709.43405,13199.6194,8285.641531,9419.747541,19565.14072,9386.40759,16969.08595,16239.40727,10571.6484,15693.45047,11851.4231,9382.714884,15623.32488,11272.31696,14949.13908,12180.48146,15220.08478,7881.867638,10993.78769,8800.638124,18774.21696,10879.0773,11797.55356,13122.03534,18432.08618,10852.35048,9761.48857,13854.26072,9845.461311,9432.194906,10958.16741,14597.80887,13992.57464,10616.79703,11836.60009,22935.89282,11400.21182,11492.63318,9462.125114,13622.16399,15526.36499,13477.37999,10700.91924,5450.756605,13414.68927,19480.14065,15081.05792,9790.556542,8371.539328,5615.90706,11903.33479,14102.14174,8936.87316,17665.31386,14704.86882,8145.882082,10237.90836,11565.23877,3229.118696,8763.070121,18795.51968,7716.165703,14065.33412,18397.43041,11570.07106,9600.016653,12612.7315,9375.073374,12813.79521,9443.372804,14522.2456,9247.09392,6460.888213,9849.449514,6124.223813,12195.43125,16440.27083,5727.189619,12088.79163,16988.78016,12843.10474,10677.22989,16071.37529,10200.79822,18557.55743,11056.49042,10338.00507,9382.271264,15799.64064,14787.95713,12911.56729,9800.25751,12677.1093
"LPS203_0",11626.72162,18380.19012,15884.43027,12063.18265,20330.62242,15120.0776,14033.24613,14969.08673,13013.86177,24647.04259,9217.176069,15222.63235,22464.22825,22559.21815,34669.92951,26949.58573,22798.51778,13349.60951,22959.60117,13353.1203,14234.08863,13559.95343,17311.40367,15268.3264,26852.39898,21648.77005,22231.7037,13773.06001,10408.65516,14365.6248,8358.204594,34616.96579,18196.49961,16574.87391,19205.09735,27222.75684,9783.324103,17975.77327,23631.38802,19258.30705,12479.59237,12127.96113,10737.48865,12592.68024,21212.14332,21269.704,28708.52838,26314.37555,15212.1127,14125.54334,11673.80141,19711.37845,8576.992759,11646.66381,20058.07502,18530.70276,29740.06372,16080.86921,21911.70365,18955.8307,17324.71374,21695.58497,24199.277,23608.5308,27354.83133,30405.93156,21306.27482,13729.80085,27613.80288,17765.39015,22891.82703,15895.92511,12614.1086,23244.21908,21756.3316,18442.28768,14890.82149,23370.07008,20704.56093,17826.07381,14484.59951,16485.27006,19419.4705,31418.03664,16044.09817,15479.04608,34235.69662,21030.49554,12899.87117,19213.61839,11641.42243,18988.54746,32723.58634,15656.5257,25938.23821,24507.36709,15176.29593,23142.14619,28462.83561,21205.42799,15621.77949,23335.40129,17524.59962,40691.649,19535.03596,9935.171027,26844.41757,12146.12762,21457.13154,23692.06134,14031.85422,25042.41484,15966.73186,22666.3621,16658.15882,24514.12956,18662.92108,17297.94625,11506.75153,17005.6556,32068.57421,23089.80427,21591.80754,16125.88464,17841.01867,15137.36663,13876.65888,35085.785,19275.58747,18233.00914,16118.37264,27908.06166,21206.08396,18375.34653,17569.27605,42401.20564,21096.88893,17833.31174,24239.07429,23890.16957,11713.19772,25843.88522,33039.24225,10190.34023,22469.75378,38660.3333,18570.14009,19211.91149,23723.9434,9404.283341,43318.58114,24755.47123,21649.76132,19524.28967,19712.38718,12712.98067,33338.87483,14750.2087,8227.04281,19474.36091,25041.12874,19029.53935,25919.41131,29295.684,27686.27614,27910.14221,15802.68687,13725.68359,24948.29567,9021.635009,16140.08815,23830.55208,23881.26989,22093.66309,11480.58362,17503.46349,28695.47885,22526.86363,17506.64658,18027.82353,20239.76177,17843.9666,16224.67887,12278.45375,17024.51008,25048.09929,17290.88001,33686.32793,20296.29523,20751.06111,17859.97263,19050.80934,22868.83751
"LPS203_1",5595.456726,0,7030.485842,15287.99801,0,7268.357534,0,12775.48397,5468.516562,6710.766964,3848.116113,10967.29927,13684.78072,10564.57173,0,0,0,0,15194.59298,8243.006634,0,0,16929.32364,0,0,5630.83534,8944.766527,8959.456044,4399.194384,6363.378706,6169.122867,22419.19554,7858.620708,0,0,6719.504666,0,0,6680.598921,22359.46798,15484.02447,6057.742869,5308.679886,0,6386.175649,0,8554.716522,11273.68725,7651.419584,7128.783182,6908.046631,4751.535653,5680.296828,4336.568432,7701.054548,8862.219639,0,0,15710.63407,11818.45242,7370.073669,8740.063179,7290.681355,0,21305.85627,9273.032689,0,0,8398.757585,6436.146853,8292.382543,6741.918975,13470.85223,6017.650343,12019.63207,7120.333226,0,8669.51122,0,0,5784.811756,6181.899255,5121.355062,0,7019.560359,11850.74626,18025.74842,0,0,0,19002.22866,11568.57812,8788.281809,7522.075151,12916.7717,11806.74397,13413.50171,10676.07254,0,10575.90369,0,7294.101254,0,7863.738241,8227.465804,10300.8715,13255.61181,0,8907.828208,16779.84353,7478.637658,0,8871.878704,6616.21198,7407.625614,6125.962051,7321.274545,5372.450895,13093.41251,5222.215969,18405.2553,7860.172632,0,0,21206.57419,5685.976694,0,9015.710445,13275.79364,6560.223237,0,7438.479064,0,13183.38714,11318.44309,15355.82743,6900.415201,6876.614639,4687.578073,0,6113.894585,7428.933795,19123.55891,4199.678603,7351.258001,16248.40438,6895.381443,6910.50916,14900.52718,4251.093818,18843.01014,16729.3401,7213.879093,0,7369.520779,12782.2581,8180.491081,6569.301776,0,5579.110638,7363.908169,9191.895731,10735.08144,8219.873958,10758.03981,6788.794938,9084.111006,8160.116807,6821.937747,9189.643317,6449.489499,5501.007831,6079.122635,5990.082691,8139.874693,7510.041886,11568.76701,8419.574564,7840.697472,8165.74862,5639.304705,0,6829.322506,9013.256877,5968.012729,8672.078432,11288.02714,6663.036639,0,11927.75263,5533.94162,0,18512.56129
"LPS203_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7202.827326,0,0,0,0,0,0,0,0,0,0,0,5477.842971,3850.314767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11402.32897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5305.135184,0,0,0,0,0,0,0,0,4809.378457,0,0,0,0,5746.856842,0,0,4802.222102,5360.156039,0,0,0,0,0,0,0,0,0,5195.14786,0,0,0,0,0,0,0,0,0,6971.105927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5231.43777,0,0,0,0,0,0,4824.928416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6221.98531
"Unknown1_0",66391.86825,82139.22794,77875.84236,71831.61947,53105.27976,57741.37162,53719.02056,51814.93418,58498.54324,54877.29715,30172.98604,62701.46669,90945.59788,62640.07568,156028.0577,83746.92337,71454.45653,42620.05413,80546.60111,78059.65467,48574.98681,61366.21581,60146.20208,53414.76109,77722.02603,55721.07526,72235.12351,67354.42095,52110.36362,66518.87051,51879.01475,279305.2941,61932.12313,87555.48548,104773.4865,76332.12768,61664.12847,63425.21836,69023.94102,98728.57173,55245.13335,58925.38657,34934.90134,87689.78119,76738.18049,64674.39525,179845.2636,117914.7414,78170.26708,40603.86805,42041.81479,59477.73944,71175.02528,31825.53462,100864.1089,65042.1992,189399.045,81968.9976,99520.98457,63665.39316,82093.61055,82438.62723,113222.0064,89250.59178,109179.8116,120452.3719,88249.62741,118470.0184,91180.41488,78081.76389,71197.85794,55424.33927,94926.70103,86502.1869,94711.67726,61648.90825,57643.90742,77586.74755,81215.46366,79577.27257,59398.2413,62919.78802,52246.89262,82311.33676,81531.96195,63355.09391,100256.798,41424.20386,70262.95234,117129.1427,78830.34041,86701.78187,100223.1076,94866.85835,125292.0079,92428.54832,58418.41931,85816.11664,61964.26586,141794.6782,42292.68305,69111.5126,36812.29142,57992.3485,108393.3099,61565.43372,105817.5648,71962.98981,78116.92922,71027.27941,56299.29748,47077.35654,70614.20917,78108.39044,81531.28872,48527.14679,84394.75219,48003.02691,53775.11643,83494.29115,66086.25271,60091.06218,68063.22702,52753.12471,120914.2643,56552.1901,75227.57603,88461.64235,57548.66528,62063.69917,70370.40777,98305.94178,80214.3311,54025.6006,76894.8248,105402.1494,76324.66854,60310.82701,65071.16754,123158.5513,86414.65973,62793.1882,90824.8758,31042.2183,65382.46247,107640.3347,67742.5832,78325.43564,77310.26923,38333.64866,123382.4216,94021.04139,64218.66035,66007.34765,74386.49366,55499.18029,77810.70165,54148.92146,31566.34336,53308.52443,105935.6303,71997.79025,95544.05913,143540.4619,145124.8211,75764.64862,67433.88461,63582.72851,62264.30702,53810.66902,50362.72697,63389.17427,51302.09718,55948.2409,37270.08162,62794.4221,90147.85103,37534.7559,57564.92683,45694.32082,51684.38141,79812.03448,56864.18063,39970.98762,50788.37104,78578.36692,54785.5006,53973.90941,56102.58111,49616.57169,45219.84522,66832.1192,84267.35955
"Unknown1_1",19412.49125,20241.46963,16830.32872,15378.28443,14626.95113,17620.36908,10080.16646,11095.69655,19339.33961,21429.82691,9346.079682,21025.7507,23095.94668,21623.67915,34889.08431,31273.63634,21435.08978,23004.20466,17186.75901,24704.20046,12811.50812,20696.54979,26017.49089,12052.18238,23322.1359,12612.61624,23662.87037,8377.606609,17379.63447,9768.867677,17442.97514,61501.83149,14394.87406,32878.56611,18940.04519,18365.93804,9294.865773,25382.31284,14782.20201,22130.79137,18760.48603,10088.29423,13138.54386,22145.28707,14230.87955,16151.75912,24642.999,18764.81643,28704.5143,7312.382229,16426.44245,12155.5361,20863.46323,5222.654905,24486.56617,19061.6997,46640.28143,26463.49492,15520.14575,13510.62107,28370.09597,19112.49096,37559.61634,12861.36271,19609.84883,31191.81596,32217.83249,34665.02637,14160.1961,17187.50623,33851.1213,21410.93515,34327.914,24557.76641,36533.40656,10075.93889,32546.01572,16283.77923,26407.91061,15486.22486,21697.84874,20034.71215,10208.12018,14534.95056,19312.42265,22302.56621,16460.74456,14014.43401,22179.95289,29909.59668,28943.77606,24867.78602,29597.33877,17006.21843,20068.78297,22668.00264,10979.27122,17537.28698,11277.54738,26701.71041,10350.57974,12983.73988,15544.2072,13019.54515,23852.32646,15950.72901,32231.97398,16369.21654,17541.33314,16493.73759,12513.08872,20254.17018,14071.28489,21358.05382,32235.88521,26966.94649,9355.231344,18056.78873,17280.1835,15115.49807,14609.41383,9416.791874,12360.43484,15414.77494,28764.56924,17255.53362,22129.98471,28883.94353,17666.61297,14579.9219,16685.79699,21380.88981,15585.3095,16096.7556,24481.06858,24845.93159,15161.99922,10996.86625,18700.79101,19775.24854,17967.74426,15400.38432,18827.84873,6613.221997,16375.0559,30922.86114,12302.4658,12910.34086,14027.09655,13070.6709,32475.80269,20898.03564,13769.07105,29660.89598,17411.59788,12901.95827,21062.39463,24492.84915,10475.37987,18874.83,19274.91641,26436.15879,31086.68654,27272.70724,54461.90995,21526.52719,13274.27101,18463.77782,21806.30738,8783.333596,15983.36,15178.09569,9197.64024,23674.82179,14895.0606,17434.45591,38412.50706,5297.422992,11362.40094,13969.50122,18005.80161,15430.79366,11622.20261,13914.46728,10858.10665,16726.77368,16703.03466,21225.1277,24588.77814,9081.195509,13536.55301,13312.13069,25357.04781
"Unknown1_2",0,6495.724058,0,5895.483935,0,6220.356724,0,0,0,0,0,0,0,0,8820.772549,7016.584688,0,0,0,0,0,0,0,4286.345072,0,0,6997.340961,0,0,7589.103713,0,0,0,0,0,6545.210529,0,0,0,14851.77813,5306.280488,0,0,8589.761371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6162.337377,0,0,0,6074.432599,0,0,0,22895.20137,0,7515.7097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8055.391253,0,0,6789.396538,5573.978503,0,0,0,0,0,7698.310558,0,0,4784.666171,5319.743358,0,0,0,0,0,5614.661238,0,5358.173252,0,0,0,0,9481.187476,0,0,7321.449005,0,0,0,0,0,5137.782654,0,0,0,5028.878806,0,0,0,0,0,0,0,9244.135467,0,0,0,0,7817.279697,8111.545246,0,0,0,0,6781.219379,5498.395423,0,0,0,7084.975677,0,0,10093.06846,0,5494.228698,11012.28934,0,0,0,5785.00244,0,0,0,6564.514987,0,0,0,0,0,0,0,4214.573686,0,5166.278203,0,0,0,0,0,0,0
"CerP285_0",14101.50768,17187.91523,18313.85327,14520.00554,14023.08689,11353.9997,15522.27314,12730.66461,13386.38335,20480.41078,11311.17684,15989.19436,14292.8496,10649.13821,24582.56408,29592.1999,17551.1648,13132.4268,13614.41554,18813.92605,14959.95251,17868.41046,12954.91153,17871.11036,13929.64919,9137.028462,21746.69257,10437.4026,11024.39869,24000.33307,13180.80007,53064.55626,14172.99401,18152.73488,27090.36002,14789.53433,11985.45022,16381.31276,14419.12329,8262.057507,17084.53855,19993.24436,12562.62148,15664.26839,14179.7001,18129.87825,23431.32172,26493.75766,15116.92469,13431.25178,12222.93442,10664.15022,21093.3834,8309.131155,17224.80972,18646.47544,26677.23227,20458.78599,29793.40254,37169.3656,12507.00984,18243.5086,11287.69325,17201.43084,13586.27247,39291.67666,36210.94764,16860.11139,16622.05058,10953.8491,19004.87371,15795.4582,15969.11979,18409.80759,22840.04809,18507.38734,20706.0185,23936.79765,17012.75773,14809.18206,27707.25282,24252.83478,18715.41201,32405.87521,22128.19972,21163.92512,14699.32605,15660.46156,22277.61958,20997.77625,23303.29832,16193.61344,27041.01983,15691.58852,21310.44144,29818.89281,10102.00844,16858.59135,16960.04328,32758.56834,22728.84487,11999.01237,10593.53518,21852.62753,29030.49723,22008.59515,16982.13328,22699.34615,24527.34824,18538.00532,11242.94076,15158.56075,14478.68772,12193.88652,23314.29274,15196.46273,20453.31574,15980.50826,17801.55771,16589.41827,27176.56608,15416.13996,14502.41218,23058.81398,33344.31661,16606.41675,12291.98258,17683.27839,22184.66519,16223.86225,19522.73187,22363.11123,15062.2374,11261.74477,14583.94453,18483.33137,8587.459944,15414.27641,18718.35124,23609.51959,20059.48474,21391.02985,27969.3697,15560.40746,14605.88035,24155.5053,19377.44728,13987.84264,17608.22128,16009.35784,22984.69347,24554.06569,14183.84978,17513.01011,32167.83133,18154.17087,14705.56324,10018.4353,12298.67646,29392.96709,20241.24369,16428.92164,22148.35104,27587.40263,19664.28719,14993.16047,22930.63127,14686.89167,23058.4061,20657.41633,20378.63857,15729.78643,16553.98488,17151.39826,19341.81409,23371.05761,22681.35729,21331.2151,20419.90009,19016.0057,17027.21699,24352.01608,18083.3462,11597.66568,15457.05065,11546.23384,11892.85465,13011.96975,26859.90795,14782.53674,23609.06693,18091.51071,15336.71867
"CerP285_1",0,6597.153198,0,7704.010904,0,5645.110228,5511.217356,5749.03169,4659.706284,0,0,4411.970022,10539.21123,0,0,8066.461258,7255.284873,0,7430.36221,0,4703.579519,0,8291.567705,6446.100219,7449.073056,4326.176697,7862.068775,4797.777874,0,7229.858958,0,0,6138.758372,9314.999617,0,7107.605871,4751.777655,0,0,18766.75792,0,0,5185.596214,6577.861948,0,0,16716.31079,0,6433.481686,6000.361948,5871.871393,0,6296.30674,10534.48058,0,8560.100228,0,0,8633.453056,0,0,6903.021146,0,6201.990463,5766.887364,0,21725.93695,8589.148759,0,0,6155.586184,6179.343752,0,0,7957.650199,6584.715643,0,8640.022974,8006.297432,6422.045208,6366.806141,0,6688.146309,7276.658576,8075.588951,0,0,7239.803857,14840.89151,0,0,10192.02199,0,10549.10028,10057.71557,11123.87373,0,0,5358.345199,0,0,5870.713527,0,7948.622229,8924.063511,8681.609191,17750.88799,0,0,7602.212638,5828.294274,9848.755804,6934.771023,5943.772309,7522.228802,5864.007059,11455.19853,9162.022332,5208.929175,13410.73791,7927.06917,9677.799386,5878.200948,0,14288.56759,9198.049891,5398.782427,8749.480214,6609.463013,6706.547288,0,0,9228.778608,5835.927185,0,12723.819,5399.425146,6612.772331,0,0,8066.060143,6060.202038,19869.9495,3998.561531,0,8760.826411,7405.288197,0,7879.460725,4627.3312,0,0,6411.604828,0,0,5951.156583,0,5273.995605,9615.050738,9604.230753,0,5702.609173,6886.805319,11165.14788,0,6349.605069,6820.664697,5969.700193,9929.893522,0,5575.048351,5445.167818,6125.374136,6780.646735,8177.288381,0,0,4508.314179,6949.905691,4903.201407,7201.315928,0,0,4265.637741,0,0,0,0,8893.589606,5401.614853,11815.68359,0,5684.981049
