Measurements.Samples,Spot.160466,Spot.160500,Spot.160501,Spot.160502,Spot.160503,Spot.160504,Spot.160505,Spot.160506,Spot.160507,Spot.160508,Spot.160509,Spot.160510,Spot.160511,Spot.160512,Spot.160540,Spot.160541,Spot.160542,Spot.160543,Spot.160544,Spot.160545,Spot.160546,Spot.160547,Spot.160548,Spot.160549,Spot.160550,Spot.160551,Spot.160552,Spot.160553,Spot.160554,Spot.160555,Spot.160556,Spot.160557,Spot.160558,Spot.160559,Spot.160585,Spot.160586,Spot.160587,Spot.160588,Spot.160589,Spot.160590,Spot.160591,Spot.160603,Spot.160604,Spot.160605,Spot.160606,Spot.160607,Spot.160610,Spot.160611,Spot.160612,Spot.160613,Spot.160633,Spot.160634,Spot.160635,Spot.160636,Spot.160660,Spot.160661,Spot.160662,Spot.160663,Spot.160664,Spot.160665,Spot.160666,Spot.160685,Spot.160686,Spot.160687,Spot.160688,Spot.160718,Spot.160719,Spot.160720,Spot.160721,Spot.160722,Spot.160723,Spot.160724,Spot.160725,Spot.160742,Spot.160743,Spot.160779,Spot.160780,Spot.160781,Spot.160782,Spot.160783,Spot.160784,Spot.160802,Spot.160803,Spot.160804,Spot.160845,Spot.160846,Spot.160847,Spot.160848,Spot.160866,Spot.160867,Spot.160868,Spot.160913,Spot.160914,Spot.160915,Spot.160916,Spot.160934,Spot.160935,Spot.160936,Spot.160984,Spot.160985,Spot.160986,Spot.160987,Spot.161005,Spot.161006,Spot.161007,Spot.161058,Spot.161059,Spot.161060,Spot.161061,Spot.161079,Spot.161080,Spot.161135,Spot.161136,Spot.161156,Spot.161157,Spot.161214,Spot.161215,Spot.161237,Spot.161238,Spot.161297,Spot.161321,Spot.161322,Spot.161323,Spot.161408,Spot.161409,Spot.161498,Spot.161499,Spot.161589,Spot.161590,Spot.161681,Spot.161682,Spot.161683,Spot.161774,Spot.161775,Spot.161776,Spot.161869,Spot.161870,Spot.161871,Spot.161966,Spot.161967,Spot.161968,Spot.162000,Spot.162006,Spot.162066,Spot.162067,Spot.162068,Spot.162107,Spot.162166,Spot.162167,Spot.162168,Spot.162265,Spot.162266,Spot.162267,Spot.162268,Spot.162365,Spot.162366,Spot.162367,Spot.162406,Spot.162464,Spot.162468,Spot.162496,Spot.162509,Spot.162564,Spot.162565,Spot.162566,Spot.162567,Spot.162612,Spot.162667,Spot.162668,Spot.162669,Spot.163105,Spot.163130,Spot.163207,Spot.163211,Spot.163831
LPIO182_0,126915.3497,119646.6278,165951.2469,187332.0427,173174.9243,178470.9454,172633.8646,107502.9584,165481.5008,215695.52,173191.628,216026.4275,234692.5303,127344.7755,195759.5897,105211.1156,123374.1906,292045.8479,277991.8289,236225.8908,153955.9088,140567.663,141440.6106,167809.0776,216989.7088,112324.0514,430919.1745,179571.1079,324975.9113,150351.6145,172457.4182,193948.6912,136032.9895,195611.4635,164872.73,111665.7556,203033.6776,147972.0853,163078.689,183642.6677,173017.1907,102262.7135,168796.9037,162561.6539,237681.4552,175546.8889,209393.1256,222597.079,197499.9651,108462.1914,157330.9786,180128.1723,263272.3493,178215.7845,204559.5818,194508.0636,206390.0454,230035.642,195535.0413,166523.0172,143651.7532,168094.1076,279543.0853,156145.784,154742.6833,152494.8067,193158.0994,219623.8767,196228.0907,171235.0468,175919.2299,175780.0695,168002.8265,163822.5275,204457.8432,200835.3722,193793.0855,204176.9261,176847.6366,198131.8468,162843.6471,238729.8569,221109.6274,214549.1884,124586.0913,179035.6098,232996.5823,99948.42486,104612.8037,101202.04,230761.0798,134376.9333,138137.6579,146295.6978,154304.8951,157730.6694,201762.8377,163120.8009,206972.8269,173051.2218,156203.9466,141192.7788,203607.0001,214390.3672,229819.7639,138382.9951,175925.7778,213300.9348,118916.439,255541.6844,316641.1388,137546.6689,160768.9727,211265.3313,266341.8403,174493.5487,217978.3894,140655.4533,194877.8837,151459.0346,99997.29325,257650.404,218111.9385,241961.0004,239675.4547,151207.3881,262845.4519,107306.5444,253472.2964,291994.3314,202170.3928,107159.3204,138830.2158,142178.2396,211656.648,108641.2257,138552.2213,175537.5066,134820.6369,181991.342,160704.5111,122046.6937,163537.8236,11482.59207,156212.7505,245920.3062,111023.7677,124269.7598,132231.4444,116810.2113,103444.4548,189413.7022,153203.5742,7836.649041,212511.197,191443.3731,127061.0897,106889.3456,96293.33202,220036.2227,94174.94516,156387.211,95880.6541,228586.9275,142474.8812,204647.515,98038.82356,133999.1044,164747.7035,149053.5193,102918.938,142335.1287,82008.78792,125883.366,198442.9671
LPIO182_1,49492.27542,63896.50101,98543.4827,85041.70881,65566.69567,113255.188,72956.32449,82269.72431,94417.1256,97850.58178,87671.50893,79526.29614,172078.4621,77451.91853,45604.42158,43696.5093,55524.10319,103141.8718,150210.5059,105517.0644,76368.61143,78587.06695,89991.07376,102610.831,106837.8262,33497.83578,243576.8983,98053.52429,181190.3652,100689.3382,98381.01435,109089.3725,64320.73926,47793.04074,93204.44158,48955.99429,123207.8925,115198.8733,94893.18201,60414.9984,89921.10459,52186.63626,97558.77531,79657.08203,101005.0278,147437.0806,136110.7896,175512.4213,104918.5002,63576.6522,97782.70078,93196.84426,189246.8293,107122.8884,96586.06851,108675.6806,107767.3493,138637.0012,109855.1509,100283.5931,83188.18388,47863.63731,141621.3887,96307.41542,85313.58017,78996.88136,119274.0731,123732.7287,62030.82255,91670.13377,86981.90965,107820.2319,73486.6035,82730.75716,113434.0297,55638.10689,59678.80597,92269.24343,104287.6658,121188.6532,103369.7082,63333.94004,78376.01236,153570.5868,66811.36582,66945.4887,136447.146,58703.99143,60847.62659,58591.33143,76688.91827,69863.95952,69800.26303,77049.17191,99415.23262,53828.33937,140853.6908,84892.32146,95746.23419,116498.1466,94554.74195,74325.28705,105753.3093,115182.7245,134226.8494,80571.85254,118511.9365,159551.1603,35114.66464,121586.5621,157951.7483,63987.55139,101500.9493,97063.70689,104434.2754,53404.91421,72431.31034,36234.82664,97675.28149,91856.13,61377.79319,117321.4475,106914.5192,82809.2585,136023.4897,53252.11359,146626.3837,36536.99214,138558.7989,178524.5339,118710.0971,36002.99363,89033.06187,84996.73139,93112.15758,61215.36869,64922.36843,64386.0319,37174.20306,71040.12741,96106.60348,79719.61317,91264.47272,6293.694459,41559.80485,137612.0363,36119.6445,72327.86706,58148.03181,81217.05528,36729.36604,126129.401,64012.31695,2602.370707,54294.8977,97620.75098,47430.69024,37270.86337,37362.11146,146973.2064,64505.09537,62802.72265,27355.96342,99736.96721,71002.54933,111946.3815,65658.30504,37626.0291,95543.03772,77931.63592,63070.93722,61287.15698,30333.4422,103362.3565,170970.3365
LPIO182_2,19268.73227,19020.39906,17048.78752,0,15289.55459,31783.9164,0,19953.48489,20078.75745,32538.07865,12822.25747,24979.16501,0,15836.15962,0,20381.76257,18727.99395,69781.94873,42155.87545,37782.35181,15189.85594,21455.82735,27604.81036,19681.35726,26551.70929,6382.859098,0,25319.44902,45005.32444,13695.3187,23169.67662,21553.40231,7387.882241,15300.6433,13615.85045,11059.83526,15296.70514,7484.363296,23497.78377,0,25867.54499,12733.64553,18029.81421,13475.56113,42734.26498,15144.6774,0,0,0,0,0,14141.8486,27652.0844,0,15746.91819,21886.61687,18778.89982,26401.97074,38801.08462,0,0,17992.05907,25356.94254,46856.30609,16456.55464,10805.73819,0,21885.93703,0,0,19734.81783,0,17865.31324,23854.43325,0,0,0,33983.2438,30286.66129,25947.35349,0,0,0,28700.6908,19615.49608,19535.88348,21710.6047,8333.48413,8547.293569,15479.70721,19619.94104,13237.93463,7285.980298,0,0,0,20760.20043,9799.960844,16903.59052,23429.64513,13043.44391,23784.08955,0,26432.75517,20284.00793,10820.48938,28317.04983,0,7556.138861,18261.48034,54782.39735,14499.40631,9458.682576,24288.46422,33735.29356,0,31431.73863,10749.49127,34621.77802,20650.26201,11536.3403,16930.04949,16225.40877,16657.22872,33102.57136,13162.62332,22049.82205,15461.57551,58866.14759,23515.98402,23015.91938,6652.609331,29384.19062,9975.220032,16610.99923,21853.47341,6954.807581,16163.37262,8296.410592,17253.25453,11858.17037,11882.48839,14524.28984,1683.790591,12280.51525,19629.19074,26699.08665,11265.42637,18476.30462,14257.72559,10874.63626,13535.20034,0,0,17573.9699,14314.65048,19625.72052,24892.14771,9633.434027,21204.51211,11993.53773,0,15131.92389,22245.09583,8231.556472,28225.49952,8072.959904,8415.63575,14138.20871,21467.79655,13822.32062,9154.114621,11996.38124,0,17069.68133
ST302_0,106209.3477,78918.64243,84071.12629,113207.6395,101728.3373,102016.0943,74341.30714,73886.83954,90857.74412,85316.15136,103227.5944,123353.5861,120731.1943,70946.68685,86535.21482,52294.1853,42011.46899,97475.31141,131661.0557,100153.5212,67320.21363,71127.46561,100712.9375,70507.31926,72252.71673,57278.2575,179799.2825,83827.19692,127415.4315,64852.74349,48446.84299,84669.24995,47517.09329,74557.18771,81789.10694,58565.82923,108053.6584,77196.51828,69215.50864,105738.1589,72183.95075,56331.78188,73720.51153,42806.24684,101160.2508,123442.6894,87964.59118,129938.781,115122.1847,83733.83373,61545.20767,79339.79763,140074.7862,87694.13702,103708.95,99482.08102,117375.79,108552.7984,94676.91259,66150.7281,40958.47335,95825.0419,71014.65014,79425.29193,61628.22065,74258.68475,82765.19119,73750.14895,74009.21505,81505.06317,101499.7824,106694.2009,82957.74744,61474.73371,89342.32463,108715.2599,100694.0028,79305.61988,61550.32767,84986.76876,70049.41409,94579.65087,88907.88619,87163.86168,65499.62731,99184.83478,80898.20406,45143.91328,53910.56386,61106.99117,112031.578,64486.81973,78029.06086,90939.01988,91367.2634,84673.38886,82307.38789,59829.69272,91808.09402,85622.90971,79708.55978,62668.10014,90692.00483,90324.34875,75812.15132,83938.63437,108635.8075,183030.0964,40612.29362,112283.2602,116654.4934,48261.3121,73171.41406,91203.4715,83576.68145,65100.78258,105887.5092,49866.67274,75872.76928,126107.1088,64258.67391,77068.63821,85116.18429,125108.0247,105601.8212,83922.34854,87336.16138,61111.16021,157932.0978,194302.3767,81762.77452,51835.34279,94755.5004,60678.85353,84921.43944,79642.63254,48915.26803,68683.13504,87355.86901,83915.54479,57334.93354,45670.48629,68773.35036,10354.79729,85797.67203,108286.1794,60732.06129,88928.98258,69472.03223,52644.70763,66208.7463,117760.3465,47678.36026,2982.302519,96183.0346,67833.70352,56336.57407,70747.1932,68478.41761,106801.0236,45359.94198,74023.60939,54178.54694,103037.1457,62741.2284,90469.88249,39514.86184,62494.24551,65797.32615,86232.51021,54320.23326,49206.1433,38365.40485,115993.7928,98190.67785
ST302_1,45741.53993,28478.92764,38958.46979,62298.34157,24713.47582,19650.97501,42503.76834,35901.22221,37744.52377,31747.50781,33372.1354,33184.66042,38750.32526,33600.60708,33252.75689,15208.66826,22912.09812,0,0,44743.03247,10771.37821,25687.09903,19898.99797,32534.12221,50687.60583,13195.36917,91383.4351,31240.46927,31044.58811,34863.18565,0,37134.18092,32179.37303,55016.14931,56615.32375,23983.47276,89551.21029,32036.85154,41135.05594,0,34055.17729,27098.53711,26027.4617,19117.1311,38478.49327,27640.68484,0,0,48051.01196,21790.80256,36278.40714,30034.08215,41270.47497,29263.67644,65611.39339,43970.85297,20893.95374,71414.07304,34162.53411,57995.37882,26892.72077,26536.07337,31507.45799,31187.18521,19255.116,25341.56316,38393.54052,70450.37358,40530.82854,39910.27988,40775.62156,52596.99176,47896.73468,0,0,52306.88175,54859.85769,20017.33895,33318.26061,36204.93685,30657.13469,48329.02898,36369.63067,31544.83688,13135.32445,32527.38313,35082.45624,36573.6183,19618.69155,20493.53252,26603.81676,11892.92531,19686.22695,43276.49001,42163.78468,30667.21393,0,23841.76666,43545.89529,37138.96156,30667.34352,37727.40096,54675.06546,0,56502.96911,28738.81501,35941.31865,0,20262.86903,40205.23899,58689.3026,15242.30351,19129.45802,43402.56786,23725.31444,29509.40181,38319.75309,32333.5052,33114.57509,30984.04428,25946.99691,24636.63943,42444.69892,32565.37746,0,0,0,45198.76468,25661.11417,57510.92942,42861.35822,13141.55442,36049.93246,23884.91487,45205.36029,34855.3079,23277.49863,30437.21258,25778.89453,24699.72412,22101.43611,14337.15238,27260.58198,5991.218335,29483.85722,0,25247.16901,24763.21376,21464.15198,19100.0216,19387.07879,52570.12732,31343.01833,0,41085.36146,24519.0931,21541.42414,47523.6521,28561.54878,49802.61558,13225.43015,40479.59331,15626.74875,42216.18868,35036.22001,49999.42683,12785.88458,20092.75368,18581.62037,28961.95712,38512.74285,30061.92919,24862.6012,0,30364.6525
ST301_0,266208.8807,278148.62,352774.1728,319485.0179,249998.3376,269011.3654,291990.8538,226900.9565,281137.7958,263413.5979,324580.4674,241388.0962,381270.2302,249631.1442,246310.646,158619.7567,143521.3496,308822.1713,273437.0132,231710.5011,163027.0786,189424.4471,258005.1801,222270.3077,257990.1393,168076.2273,291077.2582,178362.5719,324449.1,184742.7365,225553.7182,271656.8324,212162.8027,283018.0041,268105.1914,170413.9743,238294.2562,158171.4319,227895.8876,274388.5584,226635.442,180674.8853,290837.1821,258898.4927,243263.3759,199314.8173,241973.6874,297935.1648,360662.9618,237553.4139,267822.4752,187070.6091,299430.6997,287974.0469,386104.2052,192141.3668,219080.1077,261670.7022,215352.0385,232607.1097,230029.521,254188.1751,224780.5751,243827.6192,238484.16,187299.435,246081.4669,243051.2489,187862.7826,232346.1047,188219.7931,296343.921,286239.6916,210522.5083,223385.2434,325298.4533,281534.8145,241117.3904,181998.395,257721.5359,249825.9938,323734.089,264274.5278,270769.1422,173287.5719,230523.57,221961.1354,183976.2511,215698.001,178354.7659,282589.7921,212761.7584,124539.9981,204559.2969,318863.7214,238365.3122,199106.4305,204267.2792,315932.6654,220848.8945,225498.6854,306370.94,265975.18,232269.8301,302586.5845,173483.4406,277497.3443,342652.0074,211649.9493,198466.3579,346181.3271,209252.9639,214974.9981,330984.1252,274876.9805,218794.051,302283.243,228509.935,246106.7136,272557.9576,199767.7152,230291.7828,333456.8183,277124.4258,309133.6449,230796.0343,244522.0655,185807.8823,283855.7547,476512.4739,262307.6292,226153.851,287284.8883,188344.5931,353860.615,224042.6186,161604.6698,288092.8609,215281.5591,243265.7896,242213.8322,164021.3794,194760.4978,28707.87907,190748.8674,270457.0694,180247.9238,245089.8751,197752.1611,197418.4858,245659.7202,311942.7149,131444.2205,14848.00849,250129.9094,244536.9278,167910.1958,232360.8949,197715.5852,370441.7092,198382.6249,273754.0418,199802.6057,264402.853,172594.9737,242078.7783,138945.5948,181819.6816,186973.332,255808.4559,249373.403,204332.5553,191844.7805,297888.16,288871.1544
ST301_1,89429.32706,123999.5199,164592.0766,121481.5861,75640.27709,137907.8677,114968.6051,109294.8341,77535.67528,141324.9443,105619.4974,138911.8332,193683.5677,86519.56683,100120.7341,80391.98778,86151.00259,60509.47046,82166.97367,85718.46128,94637.45626,59068.57947,99746.46256,100666.5113,105149.1219,71066.70132,79133.6352,95485.64425,164508.0044,108450.819,66497.84647,158285.2043,75531.96852,159780.0921,135539.1696,110482.4377,115173.3098,48713.54424,63274.41355,133948.4073,95670.77833,64475.36435,111212.8143,110441.9382,152290.3549,138277.8199,176334.9038,121443.5752,142196.5553,98467.44659,72706.00543,111031.7077,189402.4397,117380.708,136282.7703,108544.4103,101343.3137,60027.60579,101645.7523,74004.58816,113617.2677,70989.61816,73914.33195,86517.56398,93258.7635,101768.5729,87080.7329,124726.8871,133275.9941,120228.0955,55444.92688,99432.18353,79145.60796,57040.18381,134901.5765,97879.84293,70633.81901,79889.93864,111755.7729,146429.2255,133945.9173,117582.5062,134030.0968,114438.6686,88686.14166,79523.92506,149011.0383,100557.8278,70597.92836,80229.81379,108708.1588,58272.08884,78009.4913,97005.80527,132827.9235,115430.5513,150135.6525,66287.9909,88448.7709,128909.5848,68543.13813,99304.88738,124095.7449,118446.0943,147138.3033,54287.79141,146758.7234,62408.18946,84486.87621,132134.7688,154808.1101,113336.4933,76487.33035,194926.6845,104064.1316,100420.4746,80717.95584,125395.7441,104997.5944,114875.7073,77343.0253,95261.16744,129032.4894,127562.4908,139616.4465,98857.91141,80558.28219,59999.57204,157640.901,154292.1692,83160.64731,55527.37155,87087.84692,82188.4119,114849.64,70400.18189,79642.8743,92367.44595,122784.4128,135439.9305,78521.48835,58956.51557,96387.35889,16408.36251,95672.546,73819.11153,87001.2254,109052.0978,100825.8151,89516.29947,74665.81269,117828.0339,68222.18289,4491.336577,140143.849,109726.8918,52268.74636,63825.03186,49548.48426,195105.4829,59974.9227,168123.1667,67048.49727,109949.0546,64802.07225,131420.4409,69685.30478,98947.42991,123722.2575,91649.4558,115862.0042,103237.2818,67011.12919,161534.1501,108857.1694
ST301_2,19777.77228,12665.18162,12978.15901,0,15533.12143,22628.9347,14932.83097,16405.14384,8406.225787,9497.942268,14873.10519,21893.47292,32466.81888,18402.22545,11214.64572,10171.09613,7949.782649,28555.56728,17042.01948,0,16153.97835,20398.08024,10575.4702,17333.47628,9058.431125,9348.900014,0,16029.50411,12418.59724,0,0,17763.43579,8477.267184,0,26465.10797,0,22558.0184,15825.31502,11814.4473,14955.37964,10889.08196,7061.849845,0,13744.96547,27311.35805,23584.96104,29745.92827,24074.71166,14519.78306,14227.68206,0,9819.620084,22931.83453,12094.46804,16107.85125,9475.786877,12825.50634,0,0,0,0,14795.78959,30477.86394,11721.53196,10056.07812,11039.4591,13285.21694,12699.77053,17896.85379,10862.45812,21891.85129,28472.48403,17525.75218,0,0,41505.07929,0,20439.19079,24844.6699,21143.34358,0,0,0,14867.00623,19070.21185,0,37220.87724,14487.76709,19572.79177,0,0,10634.31635,0,11472.26392,11111.47042,15775.24148,0,7375.514055,8370.288006,17704.22453,16868.647,18054.47183,9914.536698,13692.4148,13743.74586,6435.912356,0,0,7759.417984,20986.81089,16166.64865,0,17354.94974,36916.6093,0,7807.242946,14478.80895,14998.66818,9270.47884,21882.46566,10843.28054,9483.144171,15144.55729,10694.31933,0,0,15213.54819,12784.83921,14552.53461,36519.6476,14848.64049,11118.64276,14559.88795,15219.77445,24201.69853,7886.095444,8280.117065,20574.68311,18116.14277,20248.1149,10389.8647,11871.27588,9944.713211,736.6535338,17211.32381,32332.19083,9462.80259,15605.28492,12151.35066,6018.706037,22011.04407,28630.51603,0,621.4361267,12694.33022,9254.916315,11814.15137,14456.25987,7848.344145,16397.95063,15872.15399,23997.47187,12631.27843,0,13615.37213,16322.90984,12400.48711,5489.830723,8708.680158,15923.81623,8721.923014,8900.771889,10999.77913,13308.53713,11261.3161
ST301_3,0,0,0,0,8049.13392,0,0,0,0,0,10612.12608,0,0,0,14935.19236,6625.047113,7847.800604,0,18933.46851,0,9027.417084,0,0,0,15963.15306,0,0,8866.77248,0,6898.440545,0,0,6536.64883,0,0,0,0,0,0,0,0,0,0,0,0,15454.52156,0,0,0,7730.911887,0,0,0,0,0,10652.84308,13356.28846,0,0,0,15429.49147,0,0,0,0,0,0,0,0,0,0,15973.90755,0,22211.07819,0,0,0,0,12589.14865,0,14644.89492,0,0,0,8275.341049,0,0,0,7438.737648,0,0,0,0,0,12547.6658,0,0,13964.38885,0,0,0,0,12396.18035,15716.08864,0,0,0,0,0,0,0,9054.027782,0,0,0,0,0,18387.59981,11217.69046,0,0,13161.94919,0,0,0,0,0,0,0,0,0,6537.448496,12281.99479,7188.810118,0,0,6831.502444,11083.94838,0,0,0,0,12130.06383,1023.283149,0,0,0,10095.99987,0,0,8317.857141,0,0,0,0,10531.01847,0,0,6144.601508,0,8871.33972,15536.8064,6414.695797,0,0,0,5311.264545,0,12930.16898,0,7477.153984,0,0,0,0
LysoPI180_0,131721.0615,123022.4282,175871.205,187121.3809,123226.966,194773.2463,198101.3017,117362.0944,121323.9683,152128.2752,139453.7056,198022.6178,217038.3167,100434.78,151149.4169,99018.66959,121456.2855,199403.6736,194284.406,212293.3241,133984.7398,138795.573,154141.4114,127353.4911,153968.0556,110578.3474,362571.0658,176949.8437,282324.0714,117286.162,191022.9391,150862.7303,85758.25912,98240.66034,139267.1925,91589.80397,228694.2555,164642.5392,165892.2421,140619.2979,136708.3298,80693.05767,137941.3457,135064.2707,218475.4801,248446.7635,275634.3042,175844.9631,161315.974,100354.3769,149656.6463,152780.0922,286085.2522,141878.2424,183614.6594,153911.0958,169967.3512,198582.2875,198565.4808,177159.8517,126912.2624,123023.7281,192198.7151,175059.759,116602.7138,150571.3853,163094.475,197131.3953,168087.4561,222722.1799,151838.7788,181477.7089,122477.1066,127666.4825,176991.7711,173577.5772,132183.9508,115026.8837,207759.5265,169088.5644,123256.1526,180816.699,267205.0669,237669.7215,109417.3381,196306.2491,210931.585,106830.3091,101064.6105,123147.1217,220721.4814,113252.1231,121244.0922,146758.0747,114249.3964,144605.3244,181716.3942,146147.1683,121685.403,194443.8946,136373.7313,132856.7952,201154.3917,191956.3026,230106.5657,103139.0304,152757.8231,246250.6949,79430.01305,164347.0451,251060.6758,125786.1072,114435.64,180547.4448,204236.9358,125465.2608,246715.8668,123368.3814,165557.221,145043.6825,97760.06458,158157.6061,163686.6153,233709.2662,258917.0856,118488.618,208049.2098,114213.0748,320467.2059,212182.3398,141185.5004,93945.52145,134224.7857,120916.4545,179910.2484,102372.6983,87649.75997,147445.2503,85985.47141,171692.3039,131822.7019,98893.43021,175535.6349,8624.995633,80904.73838,207342.6587,97694.0224,101348.6817,123483.1235,100049.2283,102307.5094,137395.5412,153401.903,5076.237719,173203.7779,175016.5915,115937.3645,91214.17772,73650.0998,194308.539,78142.02518,150120.7282,85125.53773,159074.1299,107412.2259,198781.5054,54981.88201,107931.8949,133633.5403,138852.9387,105042.1053,120399.9982,75291.57637,152182.9935,167495.878
LysoPI180_1,49918.36674,68587.37183,80368.32972,45324.40269,53099.57834,91376.52486,134861.9688,43056.55352,86378.92528,112016.7163,95340.10838,153109.9744,121888.2983,73084.58364,59168.80194,78642.57712,99161.87357,118159.1032,198817.1974,144406.6886,76147.93933,93943.71563,108494.0013,45071.97813,100135.7991,70382.42059,105337.0222,52510.20374,116367.4397,60562.78949,130314.9065,84259.85526,55171.38892,96856.42014,99936.41045,39323.36947,128075.0937,73153.12505,60506.61957,126526.0831,67327.54313,47533.06639,58462.32857,58419.99473,164586.3438,147598.6689,173524.5893,104165.2975,66339.30501,38028.06868,127936.4646,97614.38788,179802.9747,91840.0901,59507.72483,71673.13182,146483.3228,152256.1077,69350.3885,99751.12699,116540.7649,115414.56,106181.1238,82126.26153,61944.38937,54344.57205,71135.68538,151247.2592,79194.44588,65370.73697,50709.26028,71873.56859,60438.80564,77703.03243,151805.6844,57225.3557,120167.7774,108353.4756,65601.09774,155595.0967,57848.75624,104358.6588,88289.83853,101413.3203,79203.01222,92122.62841,180838.9264,39134.79528,67541.46843,87399.61019,149686.3282,33874.10278,84961.85562,79950.23334,96984.74221,102863.7009,112879.7474,97290.29703,115439.2352,143854.662,89882.4406,98085.27128,69563.6303,101098.9503,69106.1426,70771.92513,57855.08238,89655.25537,34774.03722,117986.5874,180229.587,95239.18567,69634.2632,127214.6935,155944.6657,78302.64142,106081.256,47017.22441,103750.2772,123243.711,50040.8126,64304.53862,94373.893,120407.2469,176855.1886,36854.35253,177186.8399,92066.87719,99631.3703,93512.80875,102188.4205,40719.31199,79770.92077,42062.98422,63878.20902,76781.49099,68225.06995,100806.28,47040.99712,69533.82334,45960.04301,45679.72763,59676.85498,7401.435424,111242.1869,172073.2905,46902.77156,104817.5732,82802.11536,66959.84381,47359.60876,67542.07036,115214.9971,3549.545114,71590.62396,89924.10076,82135.34233,30901.28208,47699.2543,164315.5291,68996.17471,93062.2283,32638.22229,72782.41681,85326.59864,125275.4278,23563.38332,36315.14702,104380.7906,64230.30576,43668.65989,56992.77856,35999.75489,92486.77619,130166.0728
PG235_0,103793.9769,86730.78552,126428.182,112972.3015,115920.2347,143572.9971,153139.6771,89333.62907,107749.9405,132323.9738,114162.0608,97583.4035,200240.3329,75860.46005,131624.8648,98245.42831,79369.54877,202922.4957,178117.1834,133877.8231,87495.16424,125017.8365,95347.87622,103397.64,138847.5226,87341.90626,258312.5014,125496.2721,207794.1148,121895.4142,105033.1675,136710.5812,88623.04907,87203.24778,101618.1946,124230.7951,156549.846,115726.6523,116551.6834,114842.6095,96766.65262,70048.29842,131231.9148,95164.76985,248122.3664,162039.6003,124254.5996,191846.606,123292.8854,102358.9257,162516.9806,108209.1236,234226.6538,106808.1767,138135.5791,123709.45,175131.4013,238252.0214,117595.0243,138011.4477,127368.8539,118301.4887,206807.2302,156638.3402,96104.25579,141478.8865,147578.2541,163004.8775,216999.5957,118073.016,122004.1435,127588.5461,143340.2703,130994.4822,125625.9536,158306.3764,227964.2541,126073.1197,154523.8317,141533.8422,122570.784,136063.7323,195527.2666,137279.1516,87227.34656,181514.011,172209.6644,83224.19138,84158.94884,136244.2547,146926.3239,73061.50723,111887.0026,106935.0517,133264.0723,95446.74493,146915.273,97708.5634,110062.9381,138518.4532,110056.7426,110917.4714,142946.3259,145154.1249,192585.9088,78417.61636,144851.5856,191467.4986,61020.00955,125525.6799,209121.212,114858.0731,115476.3099,141333.065,201741.222,108855.1026,159702.6861,111766.5293,137282.0743,107841.2935,69801.10428,173599.0291,110059.389,162601.7768,156575.735,100890.5932,166126.0832,98337.20666,203183.1142,204110.9962,125379.2968,75673.59344,119282.3198,68617.89588,165918.632,88084.82559,75364.19103,121739.5535,86429.97166,136481.8586,96019.93592,73833.91645,105910.2796,8507.915828,102461.587,169219.7497,78900.36928,98708.53577,91232.98539,102025.4092,92150.41708,122217.4077,84302.64337,2851.568061,135099.029,144789.5335,89509.97183,61214.27411,74690.96166,178022.5681,71865.40578,138423.338,74067.24636,166404.2486,118516.2911,204131.2546,79071.5499,86228.56798,137872.9073,84486.49263,73340.96203,82950.39464,49014.4788,102311.5371,151589.8892
