Measurements/Samples, Spot 238812, Spot 238813, Spot 238814, Spot 238815, Spot 238816, Spot 238817, Spot 238818, Spot 238819, Spot 238820, Spot 238821, Spot 238822, Spot 238823, Spot 238824, Spot 238825, Spot 238826, Spot 238827, Spot 238828, Spot 238864, Spot 238865, Spot 238866, Spot 238867, Spot 238868, Spot 238869, Spot 238871, Spot 238873, Spot 238875, Spot 238877, Spot 238878, Spot 238879, Spot 238880, Spot 238881, Spot 238882, Spot 238883, Spot 238884, Spot 238885, Spot 238886, Spot 238887, Spot 238892, Spot 238893, Spot 238894, Spot 238895, Spot 238896, Spot 238897, Spot 238898, Spot 238899, Spot 238929, Spot 238930, Spot 238931, Spot 238932, Spot 238933, Spot 238934, Spot 238935, Spot 238936, Spot 238937, Spot 238939, Spot 238944, Spot 238949, Spot 238970, Spot 238971, Spot 238972, Spot 238973, Spot 239001, Spot 239002, Spot 239003, Spot 239004, Spot 239005, Spot 239006, Spot 239007, Spot 239008, Spot 239048, Spot 239049, Spot 239050, Spot 239051, Spot 239076, Spot 239077, Spot 239078, Spot 239128, Spot 239129, Spot 239130, Spot 239154, Spot 239210, Spot 239211, Spot 239233, Spot 239234, Spot 239293, Spot 239294, Spot 239295, Spot 239378, Spot 239379, Spot 239380, Spot 239465, Spot 239466, Spot 239467, Spot 239554, Spot 239555, Spot 239556, Spot 239645, Spot 239646, Spot 239736, Spot 239737, Spot 239831, Spot 239832, Spot 239926, Spot 239927, Spot 240023, Spot 240024, Spot 240122, Spot 240123, Spot 240124, Spot 240224, Spot 240327, Spot 240328, Spot 240432, Spot 240433, Spot 240538, Spot 240646, Spot 240756, Spot 240757, Spot 240869, Spot 240982, Spot 241096, Spot 241212, Spot 241328, Spot 241329, Spot 241446, Spot 241564, Spot 241565
LPIO170_1,13334.25999,14702.79984,8027.108484,11280.90907,19253.34113,8335.589053,0,14900.21489,7823.242216,8232.939805,7559.509553,15897.31013,18957.4381,8221.905289,9532.588902,15373.49876,9695.610671,5633.020761,7899.95649,22305.60347,19109.13867,11939.87988,16142.69984,0,9702.352352,10692.88723,6443.527371,9139.196143,10418.70133,7743.581825,12000.89407,9001.13212,16482.77047,15240.2636,14061.57847,10850.46952,7366.070675,15142.17316,5112.609692,5756.147018,13585.1138,9783.263069,11961.69633,15392.91607,8103.541261,17748.13037,8646.651942,8655.878282,10528.71212,8934.235007,11054.70132,13804.59644,10180.3471,13342.01626,10076.36375,11394.86912,9053.383047,15018.20513,6851.589051,4798.022167,11458.9206,11050.33137,10076.16237,8810.029446,8238.543431,14624.29301,12029.68246,10057.5662,13720.19676,9029.126369,8040.080093,10626.29595,18861.7288,17398.97724,32391.9702,15903.36229,22305.3788,16915.52311,10174.78187,17325.92728,0,9926.922518,6182.970969,6192.733996,9375.368502,12700.5598,19263.47224,10419.78897,15845.83392,15387.63146,5631.16129,10505.28452,11679.61733,12500.40187,19874.91461,23720.27858,5738.319081,9839.978429,8334.21463,11766.42819,9796.615935,14617.38651,12840.67731,30219.45371,10600.27199,14374.70344,12641.09679,8832.545427,11159.22495,10429.92305,11083.17095,38545.1044,7758.01306,19636.32867,14018.83013,15066.74203,9176.230519,11310.53254,13669.49934,6182.128003,11861.51152,24300.11788,12889.58636,11132.11591,14784.44567,30929.22445,11665.80906
LPIO170_2,0,0,0,0,0,0,0,0,0,0,5513.337144,6724.891367,8518.612514,0,0,0,0,0,6713.702344,0,0,8115.754297,0,7792.81467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5133.082529,0,5955.708648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4432.535346,0,0,0,0,0,6485.547621,0,0,0,0,0,8510.573985,0,0,0,0,0,0,0,0,0,0,0,0,5810.683021,0,0,0,0,0,0,0,0,0,0,0,0,7103.283869,0,5074.700772,0,0,0,0,0,7022.577957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPIO182_0,178639.941,146756.7986,97363.21619,104532.4533,153662.6182,85233.9562,123974.5347,90082.17558,128020.1048,100260.1885,155749.8238,155932.0033,200043.6499,122712.63,130039.0796,148090.5738,94557.22365,91310.376,117616.5638,135845.6117,137871.0249,168214.8259,132394.1239,136031.0415,93512.68558,202314.0458,135850.2132,95930.06708,168898.3908,150577.1312,140715.1766,122781.1165,121166.0339,194847.042,163012.5428,134146.0676,109576.3319,113901.2114,125826.0706,94051.59389,132293.1331,124735.1117,110546.1072,141225.1959,86398.26301,115079.3538,131568.5121,94992.47922,128392.7381,105972.9521,147173.3754,171182.3688,112649.5154,151498.0358,118851.4998,105701.5754,89076.03405,93241.5341,137881.458,96857.40159,106060.2514,74759.06869,120122.9613,167064.9201,114400.2145,165426.4544,145025.6541,140245.7059,150740.6015,122227.6471,125888.0512,120885.396,153886.8567,117800.8804,237446.2556,117358.8447,136341.5569,125650.4597,118006.8369,113211.445,153946.2204,105236.992,72717.29166,94227.66428,113876.3926,210622.5588,150312.5505,114626.1809,150865.3432,150320.5884,99714.27026,199506.91,154651.1433,166250.4241,178765.0304,152155.9154,109775.7047,105726.2731,176806.37,144294.8311,158052.8505,123403.5186,129720.1557,245188.1084,109523.8185,178458.0331,131660.643,182240.5228,99064.90441,139230.8145,144850.9683,240740.4029,140833.4383,181905.8828,170064.6543,177532.1606,153204.905,174364.7354,131404.9948,126068.5915,126934.948,125671.1078,136653.1389,111038.5322,212433.3891,211545.6422,169542.8553
LPIO182_1,70819.35169,104935.0604,59246.56438,52845.65984,100100.0413,94097.90722,41745.72146,55664.17772,57063.00697,38724.44044,57475.47486,93544.5711,87741.88532,53023.99578,43760.4741,60349.93137,50475.97483,44622.71294,76359.62673,86448.4737,79264.35551,73975.17443,76011.61053,34818.02416,67307.18635,74363.48618,90564.66203,66530.72589,81017.39586,53543.30829,98834.00947,43900.8583,47362.5569,140377.532,47690.0857,52819.61214,71083.56235,36004.50316,74158.60669,51900.2399,52886.48449,49572.65705,78652.81865,43539.51165,43188.37722,69769.79693,67965.73054,29310.10116,55887.34353,73256.29162,48099.20309,99365.65455,67538.38582,54279.93011,41559.95352,83192.42399,49686.53091,51779.59884,52864.34937,34898.41153,40921.16328,30709.19129,52803.9431,78043.97151,53826.82316,49040.4623,46285.04616,47267.4903,50720.48545,46298.45572,76504.33748,57042.26684,86433.58531,51630.44273,96604.17559,59799.07622,43904.46203,59348.04235,57551.64841,61982.10954,60852.6495,51241.18664,39598.95063,42856.5518,72973.17568,152459.7146,67312.83082,52372.9408,56165.92442,63266.96562,48716.79885,132080.9609,80634.35754,56896.84265,54760.72253,56660.95217,37620.46381,32132.92431,105813.566,45468.79812,84965.85988,54397.92187,73929.13541,57048.38296,35613.27316,56961.27186,74167.23138,53941.95924,38793.25891,44960.90777,92170.54579,136996.7621,78687.46253,62948.30291,80015.46239,89902.81042,57547.68075,53566.15977,73673.68403,41331.1611,70098.58561,60226.3847,76577.03402,54567.27402,71746.38426,68970.97954,46750.96855
LPIO182_2,41504.28699,26978.45236,11275.56953,18478.95021,16512.93075,17752.80117,11625.13639,17886.83391,18777.17127,21915.92113,14036.2566,22196.10367,37322.77232,16313.02599,25082.7617,18096.46374,12360.05941,12636.44398,20550.23465,15031.46543,18347.188,21596.90909,20420.59322,21385.72645,10310.34147,30339.43677,34425.95766,22196.65151,24937.0528,14593.2108,21667.66399,19352.1107,17763.8091,17804.00122,30525.47573,17767.78421,15314.12559,9292.028748,16798.94069,16217.46613,16639.36415,10420.64175,20116.94877,8315.451498,19128.2723,16738.94696,19144.48611,15225.56247,27497.22465,9377.570413,13324.52103,27062.79454,15021.50303,17866.7963,15950.19087,17016.57658,12510.83251,18218.53893,18721.48351,14316.41387,13594.6702,11589.84776,21014.08819,27150.94937,11353.29541,18567.28231,23579.48601,15366.08664,21731.63245,19925.43013,25753.90788,20879.87816,23705.53845,21048.90105,42407.94843,27387.41444,20786.05791,25783.01463,14904.46494,18034.13751,21558.40299,19436.73401,17435.47971,7979.347511,20698.32454,37026.15582,38422.98199,7985.420259,13313.93723,18265.13628,16629.53091,35433.69686,20644.41825,23016.21127,28148.37584,26075.86282,11280.39194,15982.23034,28726.45801,17375.31224,13454.41261,18742.42553,14610.16802,13657.38416,16397.98241,23610.46866,10108.26854,28937.10007,13583.75871,19024.392,13612.26704,17876.75117,15908.93894,25339.8414,15401.1032,19407.99108,17740.60383,12952.82086,7714.235702,25134.78814,9041.692483,14326.12102,9287.104841,13227.85087,19394.61036,28561.28864,22572.24467
ST302_0,199349.7296,94924.6321,82360.36674,63392.75253,119072.7409,150680.1924,97793.16476,70186.12096,83637.50628,79403.91871,97604.24173,105595.8792,123602.0475,80112.75649,89011.71331,83897.01893,70485.51031,65182.68813,85761.73623,75765.19171,97738.20348,100167.5284,67354.0605,113806.4223,62932.01129,105976.9308,87074.97926,115368.4203,95599.25842,86913.09926,98212.50242,71454.85637,79409.69862,159388.0117,89761.00233,101384.4099,73013.32465,58301.92394,110485.2434,57806.26123,69562.69852,98107.55825,93167.86968,90919.88313,84467.25432,96094.58888,77467.76385,74928.12551,86993.02986,72554.97007,93061.19381,87007.70781,70193.01826,62543.20904,98230.52026,87210.019,54285.82217,110865.5177,113532.265,63153.83569,66748.60979,56480.39395,75108.37977,99351.62809,95745.47173,106543.1314,86944.44585,103775.1289,86290.61597,79771.393,77713.78135,84167.96398,116527.5435,130945.4329,151121.4364,71112.39277,112786.294,88363.36707,163980.116,83281.87817,109022.3416,92438.54067,63075.32202,52523.25899,114366.4357,117197.6991,103685.058,67715.15561,99520.59293,109613.3363,81745.05947,137733.0009,101525.1107,96280.27584,94181.37695,108855.7609,69973.98432,77845.39007,130920.2991,113981.8997,85943.48697,102924.7018,97410.06648,130321.3109,75055.45593,103527.4653,99088.48996,112771.9998,84594.28616,90559.04315,118603.6324,156467.6483,108506.3455,149229.1099,86460.37701,113610.2958,88810.60587,120049.189,84119.30449,101276.9748,88992.43553,132928.5769,113873.8907,86794.90566,132474.5445,142109.2766,135665.8664
ST302_1,68686.2692,57146.4217,32031.48189,23943.8965,55856.03257,32931.85579,28823.93851,40478.56712,43874.99033,34145.66752,24513.37572,42470.56941,51188.78837,31538.6277,41219.85396,62682.97761,41434.38863,22986.56476,30987.59365,26855.42524,61675.45705,43335.21907,50204.73608,28385.97426,20658.42536,31856.36242,45725.11161,31817.53712,37587.3142,27377.37927,34397.4362,27908.46671,40953.72406,54282.83954,30822.07179,28353.14779,26338.65958,28782.05017,49537.85133,32831.9847,21679.32828,29921.30855,27075.24634,26472.49343,34426.04285,27378.27841,52425.61093,33368.00802,37778.96337,25322.50071,30548.515,31537.42007,42572.8094,23116.78703,34579.25373,40092.38486,37807.61577,26490.68818,40862.00414,20268.01715,37835.21286,42412.70064,31656.08487,42081.24925,20230.38394,47312.13667,50357.62934,37879.25759,26574.76671,24862.69147,29073.41413,57133.62094,36419.75039,29647.81484,43083.06222,47446.81089,35200.38056,40564.51989,49720.40543,63815.79436,50290.09356,24836.96939,38393.50707,20666.24556,40845.02573,76726.95351,61500.66799,35162.91157,33351.69661,30829.56488,30126.82353,44195.10445,34657.921,28882.71589,47537.30097,44417.72491,22998.26223,45369.8093,43594.39755,35567.44811,56043.15537,34625.11705,31044.62126,60137.94459,30785.52264,42395.10678,33408.76819,56660.37812,34926.05897,43753.77206,31936.35387,58516.42403,27377.12751,62909.68591,24363.02729,43873.40893,56171.30175,28643.8696,33822.15477,36633.17967,46672.76848,34687.63485,33553.12659,45447.31393,57265.82902,34320.21672,37325.06972
ST301_0,568739.2986,454294.4788,328666.1374,299315.8487,484565.1866,343446.8393,342482.5127,284764.6223,288547.1359,278754.3163,264596.913,383727.3244,488032.7577,328448.5218,312841.7641,368965.3047,238039.988,253141.7415,283478.01,331122.757,340223.3806,393668.8984,326667.6539,322626.6701,293228.2299,406779.3521,348938.8077,303028.8543,316588.8673,323546.9174,381501.2325,261954.7318,328457.1142,510812.6664,367081.8549,388117.5919,319074.0811,331871.7789,396577.7427,268244.1607,305493.8495,297285.3271,270096.5155,273248.5159,400954.3236,325086.3985,305156.2684,239415.4465,329645.3989,269442.9389,274584.9725,392194.3108,303738.0592,290504.5421,314827.7903,394988.6015,336923.0145,280535.6407,270687.452,205393.4449,285810.4224,286910.7796,286480.9588,441201.3877,231116.2646,316816.8549,267604.0451,302242.224,336610.8045,303447.8155,399579.0521,334636.0709,424709.372,347350.1943,522093.4251,288664.1444,399650.597,384904.5357,417634.4903,352880.1834,396158.3112,329079.4443,314328.2102,296594.7366,346318.0509,511947.5757,497432.4455,381431.2971,322537.6404,353916.7217,312231.3278,455088.6006,417540.5568,371920.0576,351726.5115,479468.2651,244198.6122,293216.5529,474395.3694,341210.776,369795.229,332128.4931,363897.1592,499519.836,351198.163,332690.7238,365173.9935,460810.3261,301309.1841,287855.2498,335257.3978,628149.9618,322052.4685,514327.6272,361800.7299,308369.688,348580.1699,418864.5303,261603.2926,323553.5963,269384.2848,505658.3838,437652.5471,378940.4194,465212.677,544210.6596,424328.2009
ST301_1,155648.1947,118289.2167,84927.56658,98529.11123,120638.9672,144163.2523,104527.1488,94647.20314,88585.58746,66647.88153,88980.03906,102950.5402,138775.6813,84624.39058,92035.52024,103277.3634,76760.71988,94983.33543,103770.8149,82001.98712,93968.77338,128246.2395,87919.46372,91394.73348,89001.03164,184808.5757,120290.0273,85555.91604,121366.8816,83285.89961,113826.3843,83723.51047,86361.6584,129274.899,94155.9747,106506.2099,79443.75636,90949.97537,106810.5571,95616.91309,80683.49409,63472.64154,94332.47299,86353.74584,84119.24495,99132.86917,99786.34082,61827.29832,88455.70259,122912.4633,74285.65574,111692.7744,123829.0382,85805.92437,80105.95031,97828.14707,97616.10936,80717.9093,84674.2935,62436.06488,70441.38993,78651.78231,100524.3595,93752.96774,66593.62697,120361.1284,81566.8714,86059.42857,102481.1243,128438.7991,94067.33029,102348.1593,119929.2483,118070.7822,159103.6093,90706.25561,95103.35858,106597.024,214937.1215,100959.3407,103536.1704,85992.00075,89441.09278,79258.78835,102905.0819,159753.214,129916.9556,101519.684,106486.2268,117174.3015,84511.11596,246025.5779,113471.6145,98435.57087,83705.03303,138612.3462,67673.72699,71281.74145,123550.35,98237.94048,108133.5881,96007.19516,103188.6195,124676.5839,85461.72869,106872.5134,101174.0323,110380.061,93418.97196,92171.78942,142013.0787,189118.371,88752.88248,133622.8323,82025.88907,160455.8819,96749.4887,107740.1351,80441.36309,102611.1318,65359.35869,122669.753,92591.11586,103416.3822,152820.5284,134792.4949,147024.2703
ST301_2,39097.75553,41497.22388,17347.94543,18077.38677,38408.50371,31216.85293,23087.29968,19699.45357,25083.95355,17261.14415,26716.4358,29804.37148,27786.76229,25629.83564,30855.41063,27064.27586,8789.631964,17608.84433,13659.98861,14547.15039,26255.48305,32596.33875,27788.71589,23979.75687,21853.61532,27540.99033,30036.21421,22033.76241,23952.34622,30141.10064,31675.72621,15774.38742,20836.68028,18891.52506,19402.98026,24138.17519,19587.73043,18143.76092,24819.0098,16704.85867,22487.99881,21643.9215,16914.5559,17489.84039,29821.6213,25712.10519,27101.20274,16216.39968,26721.26086,15051.92204,10595.88266,33097.78221,19511.01007,10803.83711,19245.03181,26119.62181,24069.53483,16235.76132,17638.37154,13618.81377,10407.79741,20071.22176,20899.60534,38741.77842,15581.32662,26418.83819,21174.72993,22849.39319,17216.40014,20853.11731,23538.43875,24242.11396,30982.98199,31612.85885,50386.27787,19127.91552,31377.61701,30563.50887,26446.77265,11673.06043,26219.00346,8529.714147,19890.08376,25589.85365,25787.55484,28732.54534,38064.17017,25734.48242,22612.703,21559.78612,18976.09506,37376.14409,24645.8407,33806.85477,21348.85766,22664.53111,18361.41587,18745.87356,39327.10377,24047.31252,26094.53781,24911.21947,18649.9133,30514.06014,17702.69348,24895.4415,15173.08963,25229.74019,16414.70788,15921.62883,11824.28333,37890.35094,18788.15534,31330.60898,31536.42958,24106.9711,22643.24858,23436.32995,16546.32721,19889.22326,19791.79099,32033.97951,32607.47499,27032.7462,29014.93314,35105.3166,28515.99724
ST301_3,11776.5346,11414.19017,8084.246311,5277.419694,8160.85134,10074.57574,13120.96338,2810.522988,6390.631077,4729.859246,8584.69882,4986.309203,6270.510786,3610.860978,4382.188425,7478.851646,5256.226485,5409.424167,3671.605664,7980.322997,9948.269005,12526.96159,4275.161023,6832.049755,7879.656905,5402.920165,11074.4399,4033.472452,4646.511508,7957.774248,8084.723999,6446.124022,7570.279371,11635.23438,8614.934968,8303.905072,3675.579947,3338.271379,4018.735231,4373.245268,2642.872349,4366.052435,3986.309118,3418.829933,9136.35623,4654.653173,8373.370683,3109.396387,3480.112217,6646.372442,3532.937436,7175.78327,4191.381224,4571.814986,6764.842662,8009.527238,3248.497157,3655.568716,6847.740673,4263.365785,3107.002962,3701.484865,5028.079049,9943.095742,6927.751551,5884.401045,4851.7532,7281.440755,5854.908598,3996.482241,3167.488684,9435.827742,6014.541517,6184.457411,5947.259086,6071.396872,4641.100853,9352.740762,8054.410519,8514.871318,5539.146289,9674.636488,4865.93063,5333.377953,9943.09234,12819.79755,5072.970074,3426.234881,3847.454603,12777.50702,2367.050746,9539.951545,5229.245599,3778.758093,4182.936999,8594.746302,5256.607901,6911.99611,9086.901863,9213.413154,5666.050483,10983.80113,7579.113775,6113.285153,5918.614164,6226.311143,3552.224845,11465.74417,3938.451756,3751.567122,0,9563.806886,3652.625878,6566.096467,5321.323738,4238.812625,2961.275353,3903.275839,5818.243071,3541.547962,3706.764014,9043.714629,8408.249316,7811.302125,10181.02527,0,10518.06869
LysoPI180_0,176335.2477,120140.7106,46946.52945,67772.23062,102101.4211,104019.7458,79293.40014,74822.07404,105093.2574,67069.2095,71810.37247,98067.16679,151803.7751,77071.72668,73881.04252,73928.59463,50917.56244,56845.37434,67678.98731,108311.2493,100871.5258,100850.1716,119809.8123,114016.5545,107390.2768,92432.01528,147025.6035,102838.6691,119768.6899,131454.3745,93075.16478,66342.78154,72394.8823,152628.5873,62888.70488,92656.70722,62164.03605,55961.63974,78950.12014,44662.90847,59422.6885,76293.44274,94957.4027,70899.64853,49189.13558,69828.44757,78479.99914,57008.72821,75438.15606,86618.81539,102634.0984,103772.1295,80666.57983,89987.62824,57316.53793,78658.28958,58416.87647,66416.16713,119222.2166,61122.93579,65395.48615,59420.54818,65864.71646,98367.83906,77069.47583,85915.78253,96082.52834,99652.12149,81808.57682,81155.79839,58196.04481,89103.71511,85994.92186,86264.62381,141499.92,65179.22269,99275.41527,82803.74695,131651.3284,65991.77474,116744.2767,71321.33724,71582.27559,48466.65329,70251.52147,107077.5077,97263.77774,70829.42992,89656.10661,92864.94224,63843.20992,114413.1699,131350.4724,114505.2616,95317.255,80706.00959,69134.99579,65725.02,122575.4452,88216.26739,92923.36392,109556.8849,98723.94859,129084.0834,61422.30418,114475.5168,88989.76919,118609.3244,71044.24545,113913.2329,116531.9716,165085.9395,103534.5961,133282.3911,121116.6843,135656.7218,70895.27945,106914.5002,98115.61529,93593.7253,82334.48714,89082.39551,98394.5757,67023.80962,142969.7932,125892.0432,111151.5838
LysoPI180_1,93212.49073,78984.01767,34966.0369,33464.44228,45255.20364,69345.76734,37256.45855,43618.34674,58040.96544,27023.88287,70610.3586,86773.49485,110402.1838,59254.21846,71527.21752,66413.08329,24224.16984,35626.00756,40485.08346,42191.63319,83793.86858,85846.47309,70534.02295,45174.76748,32145.12923,45711.12923,85582.22327,32146.61213,50687.30354,52496.27808,72680.06032,50237.52337,35608.35579,54040.40995,36350.59967,77860.0094,39685.1197,36994.73157,50033.76078,27396.65591,59811.48285,41965.11615,71842.61375,58087.9602,68464.17846,38488.52451,60302.05965,32018.68626,47900.09845,49658.83976,54461.89297,58959.54166,37163.57114,45178.73653,38667.20879,37089.44257,54837.70494,30851.873,44480.83109,30263.73502,52553.00113,51485.0005,69600.92553,66569.94056,34462.10189,73593.34545,51841.63656,44452.83817,43201.22903,40416.86616,47233.48874,43716.62344,48473.24332,53215.48882,73103.74352,69599.12123,64113.88521,85892.60812,40004.19449,47516.79564,97359.13814,38078.7769,53566.25679,30377.24739,38306.26371,69110.33983,61291.5983,49904.16001,45570.86884,47687.15765,29158.8292,80300.46154,51939.95631,44919.74837,57124.15689,36690.7183,31419.34992,38985.45197,53720.91574,41767.53975,56302.2672,33890.39463,44014.1193,52289.38822,32298.41271,68717.48448,36427.95296,94956.6292,54889.30548,44026.85404,42418.23712,73222.13987,37328.85295,86602.43729,81900.63624,48533.86019,42247.47942,46751.99058,60126.10541,33755.65541,54647.02371,66221.45162,58491.17815,66543.80762,55495.46361,96432.60018,56291.86121
PG235_0,131136.0667,130936.0503,71828.26396,71430.84654,114165.3784,141625.9506,94193.1844,89023.76369,116872.6013,73349.61495,110699.3792,123769.3739,168302.5211,98932.53097,92088.68674,113390.7568,77134.81913,73690.96075,122303.9555,100077.9471,81145.63586,133862.3965,129360.6024,110282.7476,73202.00992,179045.3902,144064.8695,132391.1229,125373.9175,108850.918,122007.2303,92992.64395,102452.0638,154475.4502,105046.6767,105578.2086,95733.4121,64199.58408,79115.50278,59168.3709,74195.27501,92014.43544,112660.6044,121626.063,82468.33976,84717.57924,97067.78627,58463.03707,112139.6476,105080.1854,107405.5796,130783.4674,77800.59235,112239.1925,96712.07179,70350.31132,67181.13424,69051.96216,87164.77898,84616.40737,72944.70047,60075.25442,104310.9499,107954.893,87574.1796,92548.70383,111704.1725,104566.1532,106760.5234,76727.10274,86504.35763,145269.2151,110330.1794,163975.6455,170402.6521,78922.76265,102985.8022,180860.8222,86031.00909,98432.7658,132660.9797,74968.56745,106979.7271,113109.0891,90723.37297,160706.6966,140377.0013,78595.57946,128271.3007,98060.92032,80165.49208,254906.3889,105603.761,127366.9363,159446.3817,112302.6653,71866.02341,87503.02341,126364.2082,125190.0399,106858.9159,142720.6714,116458.2644,147909.0756,79506.72468,122839.9926,110571.559,126555.328,103576.839,125566.4784,129301.7079,189368.5457,121509.1407,130327.3536,138273.7115,150098.4302,86816.98963,124561.2564,91152.68721,89656.05087,86797.85699,105711.1947,109322.7364,90728.70157,132146.1059,141665.3013,103420.6355
PG235_1,56961.99054,50189.73454,31626.69119,29364.95412,50878.15388,27818.57871,53835.40953,39287.66304,40292.08944,32504.46291,69063.65717,74457.20455,83218.14515,31163.69671,34205.61206,50450.78784,19766.41869,35250.85753,49984.10835,46306.25012,37896.54966,44885.59746,37823.65473,56783.38492,48168.33584,79459.60829,53455.78196,50471.40945,57501.31379,53862.1212,52867.65587,42731.67677,44401.33298,95285.18011,51753.01977,63308.15372,50115.61027,38602.76998,36586.68863,41767.88463,37353.77443,61854.9968,38326.17038,50254.16262,55087.32353,62527.34201,54287.94502,32232.79439,37691.05661,49520.8584,38775.1219,55461.56634,45761.72855,44017.8495,31012.97834,53751.70234,40259.94312,44677.20487,46583.29092,41816.28746,41332.48805,25382.34544,37903.33236,42842.13772,36817.14922,58371.25866,41188.16068,66395.64374,63812.53931,57582.38125,64642.05156,39505.06355,52373.20448,66398.03236,77654.79114,46262.20071,41872.88519,82200.65895,68740.37599,30903.37662,56534.05708,34736.48226,44605.64075,52675.56977,70135.12083,59957.6698,65164.15281,47221.15598,43064.75625,72638.45708,31026.0612,77592.00818,35409.85317,43489.23014,64031.45008,42634.58417,29044.58451,52155.12986,53055.34625,40552.26557,35029.17632,44318.68375,38727.1586,56702.49688,46113.33312,44402.61691,34694.1737,49444.64641,31288.77767,37291.81805,44248.10352,73491.49174,44147.18027,37337.89073,41725.17865,47339.64643,35296.41252,48044.84881,32705.52032,34038.76425,31552.35289,50530.48483,46472.66973,61259.72771,56889.1513,69592.0301,40382.08586
ST256_0,318543.827,135013.237,113095.3483,102940.062,213703.1908,181189.6958,124137.2768,79356.99875,95092.17783,76819.32548,73630.38234,197403.8899,160641.8939,103691.068,127303.0679,240592.5643,113185.1804,77051.6213,135161.0806,94876.32736,118374.7887,115432.676,156518.7227,109877.8741,94034.126,114215.6257,82560.04994,89761.34686,128995.404,108176.5668,75413.7907,67678.71635,103347.5269,206660.2638,89456.4919,117120.1693,76014.50178,52171.72159,95431.8293,95545.92622,81417.63184,82864.53525,59306.02345,91521.47213,158273.0696,127179.4645,124848.8135,55806.54218,115580.6564,75322.21615,98736.5477,102229.8504,75544.38182,85902.95088,100419.9892,94252.86285,91093.47626,41011.3514,84912.79949,74399.94477,103538.2597,122775.8233,95443.90074,145012.4844,70572.27535,129118.9981,73479.59765,101371.4247,136393.9772,101691.3143,74704.16801,69706.18913,211259.5022,105062.797,168567.6447,118112.0267,126064.7351,89733.62702,166667.225,81926.69643,97180.00051,65864.82058,65354.5396,69791.10018,74560.30956,121911.552,166683.2744,117222.933,65427.48331,101448.9748,57064.51072,130285.513,134246.2817,85592.05529,58037.64478,103993.0708,56959.09005,74735.40002,135592.5281,122736.7881,121648.1259,167290.0954,147184.1867,182069.1842,73838.46698,136394.4732,127098.2486,145916.5303,133621.5675,84469.90927,97963.76452,311768.3484,70246.7659,203325.2437,77944.03604,101403.0912,102774.4565,128557.1934,78099.2751,61094.29275,75710.80989,120953.8532,119492.4626,82181.78972,130298.5098,221437.6839,109445.534
ST256_1,51285.18953,69096.1324,24468.42644,29346.85521,41046.53703,41885.30469,30934.12675,21895.20576,40176.46311,25831.99282,24661.00525,30625.80393,59108.25882,25898.71725,32292.1306,58827.5214,21376.31969,25937.46904,42389.00816,55602.31032,30216.49363,43359.98015,42257.47864,30074.17672,33340.08731,56872.42123,50439.761,15749.97017,23730.69522,31977.24283,21750.15277,20790.11745,43357.99617,48590.17352,27672.89698,35782.7675,16626.8427,28957.07346,52588.67706,13240.52454,20969.21251,15676.34251,21180.28263,28134.96664,49369.21567,50711.04386,33265.64654,21149.37196,35898.68148,31893.35894,37287.29194,29315.67879,20717.48594,25019.27651,25556.17279,25041.21889,13941.71006,25177.21019,24843.74047,10950.36797,28795.09885,19833.44726,23223.20204,41334.01304,25062.1721,34554.04701,30300.11142,23556.9708,26719.7452,29719.16343,27287.56414,25825.77587,35297.64723,23384.51314,69494.43329,26267.26106,22974.05628,42697.40501,36972.25433,36028.89774,35003.80481,23044.09098,35016.0209,14097.54202,17534.53825,53284.33075,41366.602,32824.24808,28047.24952,25946.61629,20731.54368,41117.79923,29974.23661,24735.44334,17297.51812,46763.09014,21606.37348,32661.70717,32023.63557,26077.76497,39503.43373,26557.78106,27588.40576,42289.85621,25983.54946,22979.25035,35835.21977,44545.1473,39561.73248,21588.61801,17761.96822,96861.50104,29044.61149,49781.4372,28159.05915,19816.12627,18068.87339,32973.36033,27847.10783,18553.05008,20049.89412,38184.15429,33559.73605,23662.53387,33264.82056,64271.22157,44161.97054
ST256_2,0,0,5660.717691,5585.074973,0,0,0,0,0,0,0,10573.94828,0,6385.827424,0,0,0,0,0,6891.627804,0,9157.525581,0,0,7347.789612,0,0,0,6905.508006,0,0,0,0,0,5559.018161,0,0,0,0,0,0,0,7611.023527,0,0,0,0,4631.44789,7080.662751,0,6359.205437,0,6779.660191,5731.463937,0,8459.133442,0,0,0,0,6394.696741,0,0,9740.429453,0,0,0,0,0,0,5561.030969,0,0,7121.287613,0,0,0,0,0,0,0,5744.997792,0,4594.439442,0,11102.08579,10791.75186,0,0,0,4633.427352,0,7831.748148,0,0,0,0,0,11410.59969,0,0,0,6926.91572,0,0,0,0,0,0,7263.175948,0,0,5722.327277,12191.47714,6448.323033,11765.97289,0,8400.764667,0,7139.353747,6690.80748,8423.811828,7128.741041,0,0,0,10897.9862
