Measurements/Samples, Spot 160466, Spot 160500, Spot 160501, Spot 160502, Spot 160503, Spot 160504, Spot 160505, Spot 160506, Spot 160507, Spot 160508, Spot 160509, Spot 160510, Spot 160511, Spot 160512, Spot 160540, Spot 160541, Spot 160542, Spot 160543, Spot 160544, Spot 160545, Spot 160546, Spot 160547, Spot 160548, Spot 160549, Spot 160550, Spot 160551, Spot 160552, Spot 160553, Spot 160554, Spot 160555, Spot 160556, Spot 160557, Spot 160558, Spot 160559, Spot 160585, Spot 160586, Spot 160587, Spot 160588, Spot 160589, Spot 160590, Spot 160591, Spot 160603, Spot 160604, Spot 160605, Spot 160606, Spot 160607, Spot 160610, Spot 160611, Spot 160612, Spot 160613, Spot 160633, Spot 160634, Spot 160635, Spot 160636, Spot 160660, Spot 160661, Spot 160662, Spot 160663, Spot 160664, Spot 160665, Spot 160666, Spot 160685, Spot 160686, Spot 160687, Spot 160688, Spot 160718, Spot 160719, Spot 160720, Spot 160721, Spot 160722, Spot 160723, Spot 160724, Spot 160725, Spot 160742, Spot 160743, Spot 160779, Spot 160780, Spot 160781, Spot 160782, Spot 160783, Spot 160784, Spot 160802, Spot 160803, Spot 160804, Spot 160845, Spot 160846, Spot 160847, Spot 160848, Spot 160866, Spot 160867, Spot 160868, Spot 160913, Spot 160914, Spot 160915, Spot 160916, Spot 160934, Spot 160935, Spot 160936, Spot 160984, Spot 160985, Spot 160986, Spot 160987, Spot 161005, Spot 161006, Spot 161007, Spot 161058, Spot 161059, Spot 161060, Spot 161061, Spot 161079, Spot 161080, Spot 161135, Spot 161136, Spot 161156, Spot 161157, Spot 161214, Spot 161215, Spot 161237, Spot 161238, Spot 161297, Spot 161321, Spot 161322, Spot 161323, Spot 161408, Spot 161409, Spot 161498, Spot 161499, Spot 161589, Spot 161590, Spot 161681, Spot 161682, Spot 161683, Spot 161774, Spot 161775, Spot 161776, Spot 161869, Spot 161870, Spot 161871, Spot 161966, Spot 161967, Spot 161968, Spot 162000, Spot 162006, Spot 162066, Spot 162067, Spot 162068, Spot 162107, Spot 162166, Spot 162167, Spot 162168, Spot 162265, Spot 162266, Spot 162267, Spot 162268, Spot 162365, Spot 162366, Spot 162367, Spot 162406, Spot 162464, Spot 162468, Spot 162496, Spot 162509, Spot 162564, Spot 162565, Spot 162566, Spot 162567, Spot 162612, Spot 162667, Spot 162668, Spot 162669, Spot 163105, Spot 163130, Spot 163207, Spot 163211, Spot 163831
AA_0,59225.84452,69334.73815,73630.96092,74268.37779,69204.905,77047.77576,80609.51149,62225.0475,69350.7618,70760.48904,70707.0407,66253.19288,98173.0229,55503.22873,68200.92852,45055.81199,52609.4692,95426.85478,87814.92783,112749.1778,58403.28419,57263.32447,65421.36097,57241.09422,79761.30499,49246.49478,134874.7424,71430.74037,122206.5592,66026.1297,58381.74493,67106.16613,50547.04645,75033.55305,58857.21351,50828.73728,77669.53101,58328.28017,70712.58636,67548.02368,56771.33652,47116.48317,64243.10544,55190.84976,86831.73086,64016.296,96326.60838,86915.02189,97567.37489,47809.70976,70791.24464,54861.62279,92589.23674,55115.69066,85161.18722,69205.19862,60828.0444,86617.36605,67665.81468,50388.97783,62317.91756,82335.09005,75431.27076,76048.26635,49849.32063,55748.45438,92021.66978,85101.10022,91274.95946,65168.76976,60685.73004,65474.49074,72869.19073,67371.43687,75024.02833,103117.9585,78868.30918,57912.81273,50220.70518,69913.59824,70478.80159,62623.06993,75735.79499,85639.11978,48355.57996,79496.70958,75575.57393,45927.66694,46925.92988,49264.07856,84814.47358,44422.3372,47539.37996,70441.75415,67926.54073,66863.34213,46078.67509,56654.75682,70625.9119,58325.42117,59875.52525,68815.58105,82095.46445,60834.83161,82217.40451,55199.267,66491.55273,99802.44646,48443.21211,58570.4686,81574.24478,48655.97459,50335.29132,78954.67583,89627.77662,64942.90332,86405.99627,57491.50596,80506.97521,71014.27278,45182.75135,68536.27225,83359.52968,96390.21159,97042.91417,75722.4417,83514.28199,51356.19713,99889.69698,109520.2281,73744.51725,49632.68065,69393.07778,47978.35148,84828.02216,62058.04494,39476.12037,63748.99136,58730.26113,70245.83849,66992.8222,41003.45016,53283.4199,7792.186151,55358.20381,74600.97723,48743.28938,48922.57661,63174.68011,57484.33954,59198.90326,93853.14571,55270.56267,3103.338965,72483.79325,59145.37158,42077.84289,49449.52364,42157.25352,99614.87265,45263.16106,62544.09069,38804.09838,62256.63089,40333.85475,77106.08016,37011.46996,45115.35564,62525.50018,62874.08797,58224.53536,57064.41845,32821.30726,58789.06362,70618.73475
AA_1,13903.53197,18163.34307,10691.77543,14717.00628,18387.14386,25967.87959,26106.40226,11963.46138,15683.3516,11876.03562,14868.30242,18593.78396,27489.58555,13494.22607,12537.18073,8764.217297,12180.28534,23106.59484,23663.29821,19308.75205,16333.74872,12516.76888,17474.08359,17381.74316,18338.52656,14778.44817,31798.67415,14672.03952,29673.41883,16832.49405,22277.09948,13295.65914,13031.47953,12506.03048,16404.80976,8573.386452,21723.81247,12093.125,14674.23786,26401.66709,12253.24381,10247.92342,14140.39686,20251.92242,20752.48325,12279.09098,16984.68607,19101.61161,17132.15565,14243.83323,16711.74661,15131.32349,18252.57076,11605.42082,19207.28552,13420.07979,16516.1528,17362.93526,20597.1375,11156.27772,19081.75707,15628.03688,18103.48552,16128.64989,13495.35024,12688.9748,11397.35105,24132.12094,14026.63005,15719.9656,14287.30947,25340.18182,9402.921735,12651.60813,17443.41501,13490.90218,15111.79038,14645.06654,10445.30726,15947.30226,12812.59426,20825.53108,21589.83665,9889.379636,8699.356023,20048.33219,16832.49904,10162.50928,13688.35206,6221.193984,26496.19765,11521.57989,14217.37148,13845.79679,14218.83909,10315.86613,14696.40949,10022.35231,18487.44053,18219.69033,18467.8863,13695.82623,15967.21814,14163.70915,19044.69681,10094.07486,19682.27352,21621.26732,11331.44149,22559.24135,23453.39242,11771.67649,10977.50166,32554.10105,15441.89478,10380.93153,30886.93119,11409.06593,16354.05616,16131.91745,9484.564476,15285.45183,15583.56471,11586.66291,22391.1827,16411.32249,18896.42572,11244.76106,24768.80466,22494.92284,17194.15117,13469.55391,10583.9127,9981.990477,13470.0396,10961.41447,6145.862166,14136.6268,14769.51029,19779.1635,14752.08621,8962.221894,18043.07343,1638.683831,13121.95093,26246.81241,15091.38052,6809.014731,11333.58714,11783.19561,9873.892452,18419.65842,8029.182099,554.4822698,13174.4244,13732.3109,8217.207443,13321.59628,15270.51502,21713.81558,9153.405049,23791.59137,8790.806983,17362.47859,11982.43873,19710.71588,10758.29742,11858.32188,20793.10452,10690.12914,14439.47515,14730.12911,8459.871396,16400.02682,19505.61832
DHA_0,96608.21375,144054.52,108910.8737,114349.2766,76215.45648,93497.18373,125644.009,83469.9329,87681.34184,111050.9459,96567.87601,120153.6877,159823.9869,68871.21692,81920.05055,60487.01078,56081.27321,111798.6563,131391.8688,95617.13437,66021.17835,75780.81165,76806.22057,87505.43434,121087.684,47085.37475,161715.5915,77837.07435,115471.7386,80566.67098,116714.1916,126335.7976,60995.30747,114184.7222,111337.5489,70820.01588,98205.10517,52494.65822,74119.3122,90891.87883,84025.74389,61525.41685,95768.92714,92351.48204,113114.5594,78565.60434,122919.3134,149425.3558,107283.9727,84391.56087,115193.7599,79560.37422,139293.5264,85884.87857,120342.1331,65495.21705,80318.74064,115302.3955,92539.90776,75150.81668,78700.62088,120883.7296,89520.17669,93868.08305,96126.82916,70241.36297,93409.87844,121480.2305,89981.5317,90432.46079,59932.5496,113277.3523,108409.8874,104807.3661,77444.25591,120363.828,133582.5853,79332.21369,76815.59014,115282.6621,113809.3226,123452.2522,147075.2254,104748.6858,52128.63197,104532.5373,120710.0271,64479.54216,71279.7305,72073.34578,109094.7788,68674.96199,50477.39254,80460.50969,110486.2688,111400.0653,108038.3975,78866.04064,86583.89929,79795.01073,73494.88969,98568.84465,114660.1128,95942.5187,106882.4814,78017.55634,72999.96245,124333.5064,71411.58382,94824.53238,147102.7211,71921.68805,68787.14,140215.5684,121227.1804,58900.31438,135329.2864,85570.87887,83002.01278,98977.27789,72938.38133,96084.51211,112541.2411,100932.2283,134942.4796,104900.754,105300.5409,75011.53012,145281.6151,192190.9549,72267.84366,78632.27397,114928.3349,69706.985,122502.7306,103895.2138,48048.01342,80699.86865,92089.2136,103387.5056,76354.34617,39901.3059,60057.94855,11045.00706,87095.4027,113369.7309,65583.88385,70524.93373,80329.32176,80541.19428,100850.0878,116310.5191,69320.15269,5004.112614,109050.4446,94218.0232,55480.25723,61708.17397,61088.84396,147647.3201,55905.65983,86376.49669,62613.44853,128368.0771,64538.29539,89106.4072,35802.37564,75851.38894,85943.83437,94341.07451,83169.13679,64745.92047,56810.4916,104101.3993,105392.9266
DHA_1,17179.36938,24679.14129,30778.71512,22225.63861,22093.69364,19660.55818,24204.15587,24197.39774,18540.21916,24889.82452,26710.09568,24656.86271,38424.07281,15944.8827,24126.71767,11907.87407,10844.20655,18514.61362,27401.16397,22867.92675,13127.62301,15702.51249,17021.70406,22008.09894,16126.08487,10700.37695,66186.34604,16454.77076,25262.1517,14613.27987,21662.16493,37570.93092,15998.37686,26898.94454,25391.80684,19310.55604,28143.32726,13464.0815,18025.65197,28870.02443,13345.89223,15671.63928,28005.28948,17124.39147,29535.11486,28574.57973,27814.44589,24073.73199,28127.94859,20780.361,27387.98151,25312.21722,21467.02431,17766.77247,23218.01481,20054.40705,22307.14553,29053.07238,16574.3996,21550.22989,35807.80445,16480.94995,18992.65852,14664.45229,24371.38994,23163.01663,27026.32344,17155.90243,23623.77166,25391.79014,18027.84147,15910.92264,26097.20381,21221.87934,18297.00811,35206.17867,27223.29669,21741.85717,17499.01195,31174.28565,18156.66886,29445.8239,15783.56191,32959.71197,15888.30902,21561.6157,16690.82948,11983.98326,15105.35502,18408.97818,30765.74733,15912.87899,19952.16375,18812.80634,30586.56525,27359.05205,29713.94046,17495.13593,22373.01393,10991.70015,15190.59124,23082.39984,29305.08343,21391.86969,36887.38354,20086.89055,28932.63716,29906.07424,14918.15252,25013.95453,41666.13106,19076.96632,14915.3484,29916.95971,39821.11923,15877.79087,35796.5265,20297.98032,21021.09472,23334.35243,20388.2738,26889.26316,16697.80593,20768.67726,33637.81199,27191.22471,36989.48991,17673.1226,36408.95366,40411.6433,18825.20139,20426.22747,24724.99981,17834.01549,36499.38949,20375.53173,13246.8159,21405.49801,17218.50322,21878.69708,21128.81861,10749.88903,17077.22137,2326.354458,15810.04347,33050.69553,17250.77708,16854.94379,12791.13929,16720.68907,24794.05672,33173.61088,13206.68209,688.2856718,22020.06344,22092.08606,10725.04904,19688.06994,23539.52578,46018.12452,11641.4049,26958.82953,12628.8992,22681.30471,16741.83321,24854.01801,9507.574565,14756.74518,16706.19032,17265.49189,13026.47992,14785.43486,14855.83205,23341.75849,27366.49746
LPS203_0,34519.67954,48926.88121,25871.34366,20912.12793,21633.15536,18087.52966,29223.26722,29629.73525,10219.24212,24414.87475,27967.03577,0,41178.67619,20771.92897,30157.66446,13702.6852,0,0,29910.48425,20073.22021,0,21380.19737,21473.45704,30282.27392,0,11476.34614,0,0,27134.47442,8759.541976,24878.70303,52619.04191,24776.56052,32574.03465,24105.83024,17478.34359,25820.87408,15906.04591,19895.58291,31353.65061,22645.83772,23199.59426,23648.02104,29028.15172,40484.33866,0,41272.76872,48639.40684,26992.25315,22984.72386,0,14844.13815,0,37477.44127,35147.95164,18272.4482,0,39939.59486,0,27757.49293,26083.7728,23807.18673,0,25048.75599,28637.95685,21581.62108,27874.6604,0,0,27292.26442,13686.83905,23857.36944,43883.99151,43119.26952,36782.12576,44416.26031,39221.163,11921.86965,25867.76997,0,0,26039.41972,50192.28037,30394.74482,12774.55627,32142.42084,0,18676.00938,21962.04478,0,24952.65391,24563.28131,9285.459968,18700.33761,29158.11345,0,0,26775.56021,31057.27746,0,17555.65297,33659.65143,21117.4005,0,38202.19952,14161.33026,21975.01615,50881.21317,28128.13939,26467.19204,56498.12464,25552.07069,23882.91067,58337.55825,25139.58565,19214.36822,0,21163.72384,28891.17838,37660.39633,25346.61045,15078.99439,37224.70178,18204.82003,24138.95358,28845.99957,44438.34736,23491.09848,37976.69666,75889.65357,26322.54915,37457.40945,38857.05768,17067.46871,40832.18184,24454.15008,14132.72834,20547.00315,36411.9974,34251.33092,24391.97231,12667.53925,16326.57549,2900.321146,28513.32491,27006.22608,0,25435.65921,17661.39783,24010.09118,27847.63867,24690.11442,0,792.5260326,28466.09026,21643.76391,23290.49959,26712.28695,27025.02246,28921.89375,18020.30199,30318.55972,26181.22459,39541.66882,28794.05237,29483.78494,8504.598604,40295.16477,46508.33998,35919.21193,33269.80725,23053.61653,26123.77173,34282.65449,41195.81816
LPS203_1,0,0,0,28355.09737,25575.34981,0,0,0,0,0,0,0,0,10119.44715,14579.13722,0,0,0,0,0,0,13815.3461,0,20161.14535,0,9268.363776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7487.427186,15452.64378,0,0,0,0,0,0,13234.79964,0,0,0,0,0,0,0,31656.45524,0,0,0,19563.21537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28731.45117,13811.62429,0,0,22100.43092,0,0,0,0,0,0,0,0,0,0,0,0,0,21360.72792,19664.21951,25867.59889,0,13988.00973,0,0,0,15712.42695,0,0,11034.44155,0,0,0,14144.23688,0,14042.13047,0,0,0,8567.102125,0,10659.61289,0,14733.30909,0,0,0,0,28265.81499,14217.78477,0,0,22140.2138,0,0,18099.40477,18391.1909,7566.864184,0,12143.19916,0,13562.13677,10214.44357,15207.83668,0,0,0,0,7611.411726,0,0,10012.73368,0,8374.39338,9441.871213,0,0,0,0,0,0,8824.171978,0,0,0,0,8776.603695,18733.5934,9887.573545,0,0,10289.70563,0,27072.83203,8789.023773,0,7895.413529,0,19447.84423
LPS203_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23611.66157,16834.0992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19950.86001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15973.26172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8732.791099,0,0,0,0,0,0,0,0,0,0,0,0,19324.31235,0,0,0,0,0,0,0,0,0,0,0
ST204_0,175940.8647,221809.6976,175454.9231,175762.8592,113977.4312,138545.8415,177235.0641,124372.4566,161578.7483,195910.5482,174634.7574,197721.0698,283740.4404,162158.0588,170815.6005,51888.60106,63819.82664,182403.9127,99759.31489,104697.5168,57898.81682,83448.33325,132660.5336,130583.0909,135159.18,72087.07064,152906.8872,53326.69965,127799.2686,80367.2689,115223.3307,157239.0107,86755.67526,163654.1194,172199.7556,86466.59438,96533.11272,46388.07017,105176.7413,215397.6848,171379.6579,95608.64706,154430.5287,151927.9717,173210.1897,106216.5406,111384.2143,150655.7036,172316.1254,135240.4056,153566.5807,101466.641,159715.7826,113783.9619,167286.1931,99213.15788,90111.98112,95467.7502,130222.8413,141327.848,116631.3339,178418.3238,79627.40436,115931.3321,163074.323,112982.7721,102696.1791,112975.1237,86556.2104,118376.44,95737.42079,154915.8563,192660.3512,161343.4421,121176.9033,207601.2949,160159.3571,151470.9661,104120.1521,148002.7728,199919.6791,161753.8131,140468.9807,148591.7559,77203.74307,135238.8114,141942.6318,91664.89408,148955.417,82188.21515,154228.0883,108616.2204,82093.84081,139969.6019,189491.4602,166749.5125,133556.4493,68555.23799,197511.9178,130940.2459,78458.05869,136953.3389,148626.4341,125715.9841,152621.0122,78953.02424,96877.25721,199019.6569,104287.3827,86138.54049,195771.4841,91443.40051,107135.6888,213127.9997,123777.6332,97394.26716,204312.7356,154507.5757,63992.04362,131441.0498,151248.6515,88869.99206,149451.0455,120202.5268,204177.3019,143061.4596,154105.0373,102935.2879,157790.9321,285874.5769,92770.33962,122451.7999,200676.7657,79670.78968,219214.9584,119648.5929,80891.85068,131192.1272,140628.6155,139420.8634,147421.8504,53839.7675,56193.32421,10019.75242,101107.4664,124513.472,79632.99156,119311.2492,105995.041,105468.9746,118479.2073,163444.8584,92789.5651,4602.442682,132027.4208,94778.3703,72603.053,55573.6986,96383.69375,248475.1123,66015.43082,65567.40408,139265.0917,182378.1598,67154.49733,118168.3346,41699.15885,81925.3649,132648.6834,142296.8043,110445.695,70770.64898,68599.41179,102578.7396,106155.2325
ST204_1,44261.16246,58796.61669,72800.02022,55952.84867,40345.21866,58016.59385,40112.43525,39308.88596,41336.35491,65346.61905,43968.35237,24467.3061,87400.73011,44156.8811,29100.65655,17977.24927,13078.47898,54322.569,0,28244.98587,12744.46701,36032.6983,29066.28688,31372.35494,26638.77731,16543.99427,0,17191.4514,34594.66025,17857.50765,0,36045.70037,18009.55611,26930.98026,52133.37969,26872.59416,28969.80444,12539.6496,18363.30373,82263.99944,27475.72891,26002.66417,40767.35775,33395.99105,65257.52709,36984.07091,27628.205,44273.27323,65585.29737,34314.84262,35791.91182,29154.65479,34971.81408,34418.06937,89411.95277,25313.71754,0,0,36908.2027,37103.5071,47025.81814,55333.47197,26868.17589,0,32296.58578,30051.8268,0,29554.62903,22184.84647,0,24421.37639,77225.7536,52495.16326,41669.59549,0,61915.05936,46942.21191,33051.5185,41154.83754,52375.49733,64050.58704,30728.13899,0,39978.51256,11823.26488,0,27608.16705,16226.20209,26041.70987,17814.42266,33947.47811,29235.27926,17254.392,23291.08055,52315.67665,45266.13887,0,34176.8958,36458.82411,0,38394.85755,34270.56186,31788.2238,39951.72243,0,28521.44274,44313.77837,60165.81564,31432.20328,16075.89549,24135.34757,0,21707.86519,78937.63766,30656.69231,17218.64455,0,37683.96397,16476.28225,48098.85706,29737.45475,28875.09741,25685.83995,18802.63736,87839.73211,66359.03789,26651.53364,18672.21293,20572.00009,57620.20498,15834.40785,19264.72309,42843.56736,22783.53518,41771.52817,24689.24573,16289.55659,37074.35171,30253.19725,45796.28239,44957.97674,12915.79182,19246.99852,3245.170674,37053.10189,44700.03022,13247.93682,33599.36136,15279.88641,34055.60909,33145.61028,32701.6094,21530.34248,1288.433062,54054.55328,0,21719.53725,29237.00863,19074.83816,82137.85805,19183.8035,23207.33091,18133.26758,34015.57821,15343.52318,13954.51299,0,16016.87846,16911.1968,17880.85533,38196.58356,13704.86505,20299.25715,61569.92804,33788.37374
ST204_2,0,0,0,0,0,0,0,8867.078084,0,0,0,0,32269.42953,0,0,0,11340.68885,0,0,16606.85033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10088.18887,0,0,0,0,19487.08334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13593.71956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19535.51041,0,0,0,0,0,0,0,10148.9231,0,0,11384.85524,0,18844.46453,0,0,0,0,16280.41985,28017.60206,0,0,0,0,0,0,0,0,8762.430865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22589.26093,0,0,0,9715.633974,7589.425616,0,0,16663.11061,0,0,0,0,12959.20768,10487.70466,0,0,0,10296.36449,0,0,0,0,0,0,0,0,0,0,0,0,10447.40723,0,0,0,0,0,0,0,0,0,0,0,0,8797.159978,0,0,0,0
CerP285_0,0,0,18871.07731,0,16892.11198,15902.24249,0,18019.17043,11693.78721,0,16670.18999,31468.23819,50026.90134,16160.19025,0,11486.01043,18367.05021,0,29935.88834,17393.62155,16829.80761,15580.82385,16829.65858,12373.95777,42107.47685,24693.67858,0,13951.41526,23085.62016,0,0,0,13411.58098,22628.53052,27547.16376,11902.19951,26572.9616,13704.63141,0,27170.35985,16538.56581,9836.991502,0,16206.30788,29072.04146,20586.9992,27274.63905,42400.47239,0,16106.56789,0,18769.93059,40255.00779,30393.3528,33354.89556,26975.08164,22823.0644,0,24754.47003,18117.23145,42067.50437,22444.13601,27365.22481,20497.55205,15814.22083,22033.85285,0,0,40351.53736,22178.4013,0,0,0,0,0,0,0,31375.50998,25224.69347,34956.35216,0,0,36487.27833,0,23350.94615,32892.95322,30713.17421,13996.8147,10665.04158,14026.81832,0,9748.534062,15119.4163,23924.95677,0,0,24789.85885,16501.04241,16418.07479,0,16502.12957,16244.2296,23626.56666,26591.94663,25514.02059,25036.79113,20401.69851,0,9945.888093,29521.9366,43170.17933,12185.4543,14130.11111,0,24305.82694,9135.338443,0,25063.48459,24516.87999,26853.03888,16475.06781,14964.4635,21044.04701,26999.69083,0,14118.38699,0,11009.66969,0,0,17856.96218,0,23123.7821,9169.009158,19984.06122,0,18978.38923,20584.79552,0,25117.7189,0,14496.3334,15752.06114,1290.078666,10762.94258,29507.36765,21660.2625,11807.07661,10243.19462,0,0,0,0,0,33540.14085,22156.65143,10091.70605,0,0,26863.68795,11392.12225,24378.1888,0,23459.96225,0,16920.8074,6755.185105,10337.16956,19342.28435,0,0,24125.65978,5881.66255,29008.95561,0
CerP285_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11775.66672,8122.683669,9277.622651,0,0,0,0,0,0,0,0,0,0,0,20679.17256,0,0,0,7338.739782,0,0,0,18287.87551,11711.67829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14626.38608,0,0,0,0,0,15460.66523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21043.58964,0,0,0,0,0,0,0,0,0,0,28002.83606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26122.86122,0,8592.532569,0,0,0,0,0,0,19829.60652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393.345136,0,0,0,0,7895.036498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9546.49268,0,0,0,0
LPIO170_0,37099.0989,23159.72753,31988.5662,0,27254.74762,38950.61276,28374.06894,28424.41029,25415.79926,26508.10856,33211.34464,32643.04054,50631.98632,31025.01492,42338.78042,17304.88846,14064.33544,53608.53497,34645.0107,19085.24864,23811.34952,15472.01157,30594.12887,23892.2993,35683.93565,16371.84688,63044.39498,27004.61477,51771.81345,34506.68486,0,42889.02598,28178.86498,45119.63653,33549.5752,26574.15516,35492.82388,26928.81469,27478.97045,0,35932.395,21691.36518,38454.62495,32631.7554,26444.56336,26239.38262,49922.27713,0,39165.58396,23365.87081,0,27743.3728,0,31696.74319,35462.74493,31790.83566,33477.41634,70831.46763,28423.01392,44611.25847,28166.48273,55421.4254,31214.91902,35980.04106,35416.67887,36185.73945,26477.1696,39134.70956,0,23757.03479,30410.43933,27741.18757,20889.4869,35200.01734,33441.04349,0,0,44472.4669,20088.98316,37165.44195,24506.5895,34535.7396,49096.54224,52794.38221,15135.53492,44103.12794,38823.86912,25435.3941,25108.15351,33660.50883,46322.4224,28400.74568,22058.83107,23506.6863,31060.68936,28231.65595,0,29615.67815,20223.97796,37186.96733,32379.43617,42466.15044,0,28654.51683,45717.11935,34559.4271,39260.41591,68558.54681,19395.66075,49936.21083,62406.58252,33535.74174,25486.24954,61301.90282,51137.29161,22175.84116,38810.58793,24003.28401,33570.00697,31166.38471,26613.79257,30998.48181,21292.80937,63642.30787,47415.58377,27691.36058,65330.28768,25427.21939,51055.33847,58489.43993,34240.10916,20831.89229,27297.65709,28516.58062,50246.813,35733.07004,22782.40604,55656.38932,38693.10613,48639.38448,26350.24068,25193.99511,17946.58606,6550.626803,32806.1782,41641.96986,16276.72083,19710.81396,35907.78619,32174.90996,38096.51507,32404.05987,19588.13421,2141.193007,30450.84056,28312.58602,24204.74531,22454.35791,31494.69778,52470.19525,38844.61265,52241.29541,33128.39394,54030.46216,15533.48986,54941.80379,31680.80638,16546.88201,32106.258,29131.43129,31046.03048,32239.23341,34715.37128,31124.25687,44483.15107
LPIO170_1,0,0,0,25387.05315,0,16880.33954,0,0,12161.08134,0,21671.14525,0,0,17588.66327,17490.68976,9269.674193,10528.81377,0,0,0,13352.06737,0,0,0,19892.82629,8756.248324,0,12492.33923,0,8473.067373,0,21998.39661,11860.99282,26671.22299,0,0,0,0,14324.87926,0,14443.0642,0,15277.91624,16657.80963,0,22458.056,26262.93535,0,0,0,0,21307.81853,0,0,0,14122.45946,0,0,27855.7392,0,21250.46792,0,0,16506.30622,0,0,0,0,0,0,0,25100.48309,18482.49068,0,0,0,0,12799.30512,0,0,0,0,0,0,14523.49503,0,20838.62208,0,0,15134.49303,0,0,0,0,20768.1045,0,0,0,19421.98401,0,13745.88665,0,0,0,0,0,0,0,10358.70142,0,0,0,0,0,0,19775.74827,0,15154.7158,25498.47178,0,0,13385.26585,26116.44398,22435.68253,0,0,0,13874.80727,0,0,11440.80557,13083.52031,0,10033.62018,20777.31815,17785.0533,0,0,13023.10902,19267.24902,12096.33338,0,0,4068.475983,10175.05636,0,0,0,8807.467291,9406.333084,11471.35846,35285.43383,16237.2147,874.4032364,0,0,0,0,0,0,16491.12559,0,0,0,15641.35335,16385.0754,10003.80467,14484.23662,0,0,0,0,7235.425344,24663.39983,0
LPIO170_2,0,0,0,0,0,0,0,11784.47162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35411.40775,0,17668.70681,0,40790.0906,0,0,0,0,0,0,0,0,0,0,0,0,0,12303.13643,0,0,0,0,0,0,0,0,0,0,0,0,17236.67518,0,0,0,0,0,0,0,0,0,0,0,0,32546.38953,0,0,0,0,0,0,0,0,0,0,15311.6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19848.97459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15741.56798,0,0,0,0,0,0,0,0,15666.65295,0,0,0,18476.14802,0,0,14392.31354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8543.741625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
